"function HelpWindow(page) { window.open(page,"","HEIGHT=225,WIDTH=300") }""unction HelpWindow(page) { ",,,,,,,,
Jurisdiction,Facility,Year,Month,Unsentenced males,Unsentenced females,Sentenced males,Sentenced females,Total facility ADP
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2018,1,163,18,98,22,301
Merced Sheriff's Dept.,John Latorraca Correctional Center,2018,1,359,51,15,2,427
Merced Sheriff's Dept.,Merced County Jail ,2018,1,158,3,2,0,163
Modoc Sheriff's Dept.,Modoc County Jail,2018,1,17,2,12,2,33
Mono Sheriff's Dept.,Mono County Jail ,2018,1,11,2,10,1,24
Monterey Sheriff's Dept.,Monterey County Jail ,2018,1,460,55,285,49,849
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2018,1,0,0,0,0,0
Napa Corrections Dept.,Napa County Jail ,2018,1,122,20,47,12,201
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2018,1,150,32,41,7,230
Orange Sheriff's Dept.,Intake Release Center ,2018,1,320,157,93,147,717
Orange Sheriff's Dept.,James A Musick Facilities,2018,1,167,21,513,148,849
Orange Sheriff's Dept.,Orange County Mens Jail ,2018,1,732,0,313,0,1045
Orange Sheriff's Dept.,Orange County Women's Jail,2018,1,0,179,0,149,328
Orange Sheriff's Dept.,Theo Lacy,2018,1,1474,0,1482,0,2956
Placer Sheriff's Dept.,Placer County Main Jail ,2018,1,255,34,46,8,343
Placer Sheriff's Dept.,So. Placer Minimum Security,2018,1,8,0,110,0,118
Placer Sheriff's Dept.,South Placer Jail,2018,1,202,4,36,43,285
Plumas Sheriff's Dept.,Plumas County Jail ,2018,1,21.84,8.29,7.52,2.52,40
Riverside Sheriff's Dept.,Blythe Jail ,2018,1,64,0,47,0,111
Riverside Sheriff's Dept.,Indio Jail ,2018,1,224,45,59,23,351
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2018,1,942,121,344,69,1476
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2018,1,462,128,161,38,789
Riverside Sheriff's Dept.,Southwest Detention Center,2018,1,689,3,260,1,953
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2018,1,644,37,817,153,1651
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2018,1,1395,160,380,70,2005
San Benito Sheriff's Dept.,San Benito Adult Detention ,2018,1,74,13,37,10,134
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2018,1,342,178,155,65,740
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2018,1,351,154,417,125,1047
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2018,1,899,0,304,0,1203
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2018,1,1709,266,353,63,2391
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2018,1,161,0,575,0,736
San Diego Sheriff's Dept.,George Bailey Detention Facility,2018,1,783,0,829,0,1612
San Diego Sheriff's Dept.,Las Colinas Women's Detention,2018,1,0,381,0,422,803
San Diego Sheriff's Dept.,San Diego Central Detention ,2018,1,679,0,337,0,1016
San Diego Sheriff's Dept.,San Diego Facility #8,2018,1,102,0,89,0,191
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2018,1,223,0,176,0,399
San Diego Sheriff's Dept.,Vista Facility ,2018,1,444,48,304,16,812
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2018,1,2.96,1.03,123.45,44.07,172
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2018,1,111.9,93.75,19.75,16.54,242
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2018,1,0,0,0,0,0
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2018,1,271.65,0,47.93,0,320
San Francisco Sheriff's Dept.,San Francisco County Jail #5,2018,1,588.78,0,103.9,0,693
San Joaquin Sheriff's Dept.,John J. Zunino Facility,2018,1,833,94,134,19,1080
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,2018,1,47,13,178,29,267
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,2018,1,226,43,167,41,477
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,2018,1,0,0,42,0,42
San Mateo Sheriff's Dept.,Maguire Correctional Facility,2018,1,390,3,132,0,525
San Mateo Sheriff's Dept.,Maple Street Correctional Facility,2018,1,190,67,155,47,459
San Mateo Sheriff's Dept.,SM Transitional Facility,2018,1,0,0,17,12,29
Santa Barbara Sheriff's Dept.,Medium Security Facility,2018,1,0,0,0,0,0
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,2018,1,509,83,291,44,927
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,2018,1,1452,0,639,0,2091
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,2018,1,0,222,0,138,360
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,2018,1,686,0,69,0,755
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,2018,1,0,0,0,0,0
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,2018,1,250,22,79,10,361
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,2018,1,19,6,26,13,64
Shasta Sheriff's Dept.,Shasta County Main Jail ,2018,1,219,41,79,13,352
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,2018,1,74,11,11,3,99
Solano Sheriff's Dept.,Claybank Facility ,2018,1,140,29,75,23,267
Solano Sheriff's Dept.,Solano County Justice Center ,2018,1,233,45,47,16,341
Solano Sheriff's Dept.,Stanton Correctional Facility,2018,1,173,0,79,0,252
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,2018,1,366,98,200,65,729
Sonoma Sheriff's Dept.,Sonoma-North County Facility,2018,1,153,0,178,0,331
Stanislaus Sheriff's Dept.,Public Safety Cntr Units 1 & 2,2018,1,149,13,160,16,338
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,2018,1,509,80,104,24,717
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,2018,1,80,0,20,0,100
Sutter Sheriff's Dept.,Sutter County Jail ,2018,1,132,14,54,25,225
Tehama Sheriff's Dept.,Tehama County Jail ,2018,1,98,17,64,12,191
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,2018,1,45,4,6,6,61
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,2018,1,365,101,159,70,695
Tulare Sheriff's Dept.,Men's Correctional Facility,2018,1,119,0,135,0,254
Tulare Sheriff's Dept.,Pre-Trial Facility,2018,1,261,22,90,27,400
Tulare Sheriff's Dept.,Tulare County Jail ,2018,1,184,0,86,0,270
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,2018,1,90,27,23,4,144
Ventura Sheriff's Dept.,Todd Road Jail,2018,1,318,123,232,88,761
Ventura Sheriff's Dept.,Ventura County Main Jail ,2018,1,489,9,255,6,759
Yolo Sheriff's Dept.,Leinberger Center ,2018,1,53,7,41,4,105
Yolo Sheriff's Dept.,Monroe Detention Center ,2018,1,192,27,44,6,269
Yuba Sheriff's Dept.,Yuba County Jail ,2018,1,282,34,53,12,381
Alameda Sheriff's Dept.,Glen Dyer Jail,2018,2,374,0,29,0,403
Alameda Sheriff's Dept.,Santa Rita Jail,2018,2,1588,194,397,44,2223
Amador Sheriff's Dept.,Amador County Jail,2018,2,25.21,6.43,39.14,9.57,80
Butte Sheriff's Dept.,Butte County Jail,2018,2,283,54,174,29,540
Calaveras Sheriff's Dept.,Calaveras Co. Adult Detention Facility,2018,2,55,10,11,9,75
Colusa Sheriff's Dept.,Colusa County Jail,2018,2,40,8,23,11,82
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2018,2,0,0,44,0,44
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2018,2,513,18,89,14,634
Contra Costa Sheriff's Dept.,West County Detention Facility ,2018,2,427,128,127,54,736
Del Norte Sheriff's Dept.,Del Norte County Jail,2018,2,53,11,24,5,93
El Dorado Sheriff's Dept.,El Dorado County Jail,2018,2,120,26,87,22,255
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2018,2,47,4,63,16,130
Fresno Sheriff's Dept.,Fresno County Main Jail,2018,2,768,13,236,2,1019
Fresno Sheriff's Dept.,Fresno North Annex Jail,2018,2,1167,0,466,0,1633
Fresno Sheriff's Dept.,Fresno South Annex Jail,2018,2,118,226,32,108,484
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2018,2,49,13,25,9,96
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2018,2,249,47,88,21,405
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2018,2,82,10,5,5,102
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2018,2,164,21,202,10,397
Inyo Sheriff's Dept.,Inyo County Jail,2018,2,23,4,21,5,53
Kern Sheriff's Dept.,Central Receiving Facility,2018,2,74,17,27,5,123
Kern Sheriff's Dept.,Lerdo Maximum/Medium,2018,2,255,0,123,0,378
Kern Sheriff's Dept.,Lerdo Minimum,2018,2,194,42,308,45,589
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2018,2,690,123,115,25,953
Kings Sheriff's Dept.,Kings County Jail Facility,2018,2,320,65,76,23,484
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2018,2,175,33,92,25,325
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2018,2,54,11,38,6,109
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2018,2,0,1274,0,822,2096
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2018,2,2748,0,1450,0,4198
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2018,2,2494,0,1599,0,4093
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2018,2,0,0,54,0,54
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2018,2,849,0,614,0,1463
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),2018,2,467,0,924,0,1391
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2018,2,2398,14,955,158,3525
Madera Corrections Dept.,Madera Adult Correctional Fac,2018,2,334,40,75,12,461
Marin Sheriff's Dept.,Marin County Jail,2018,2,201,47,57,12,317
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2018,2,21,8,16,5,50
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2018,2,177,17,89,19,302
Merced Sheriff's Dept.,John Latorraca Correctional Center,2018,2,349,45,21,4,419
Merced Sheriff's Dept.,Merced County Jail ,2018,2,171,6,3,0,180
Modoc Sheriff's Dept.,Modoc County Jail,2018,2,22,2,9,2,35
Mono Sheriff's Dept.,Mono County Jail ,2018,2,13,3,14,2,32
Monterey Sheriff's Dept.,Monterey County Jail ,2018,2,452,59,313,51,875
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2018,2,0,0,0,0,0
Napa Corrections Dept.,Napa County Jail ,2018,2,115,18,53,15,201
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2018,2,153,38,37,7,235
Orange Sheriff's Dept.,Intake Release Center ,2018,2,318,151,116,156,741
Orange Sheriff's Dept.,James A Musick Facilities,2018,2,160,15,521,150,846
Orange Sheriff's Dept.,Orange County Mens Jail ,2018,2,742,0,345,0,1087
Orange Sheriff's Dept.,Orange County Women's Jail,2018,2,0,176,0,163,339
Orange Sheriff's Dept.,Theo Lacy,2018,2,1462,0,1533,0,2995
Placer Sheriff's Dept.,Placer County Main Jail ,2018,2,249,34,45,8,336
Placer Sheriff's Dept.,So. Placer Minimum Security,2018,2,8,0,109,0,117
Placer Sheriff's Dept.,South Placer Jail,2018,2,197,5,35,46,283
Plumas Sheriff's Dept.,Plumas County Jail ,2018,2,22.11,9.82,6,2.46,40
Riverside Sheriff's Dept.,Blythe Jail ,2018,2,60,0,52,0,112
Riverside Sheriff's Dept.,Indio Jail ,2018,2,241,48,47,22,358
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2018,2,952,128,335,72,1487
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2018,2,468,127,168,40,803
Riverside Sheriff's Dept.,Southwest Detention Center,2018,2,668,4,252,0,924
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2018,2,607,37,890,157,1691
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2018,2,1389,157,406,69,2021
San Benito Sheriff's Dept.,San Benito Adult Detention ,2018,2,65,11,41,11,128
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2018,2,354,167,155,63,739
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2018,2,321,139,452,146,1058
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2018,2,889,0,306,0,1195
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2018,2,1690,268,359,59,2376
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2018,2,147,0,573,0,720
San Diego Sheriff's Dept.,George Bailey Detention Facility,2018,2,814,0,825,0,1639
San Diego Sheriff's Dept.,Las Colinas Women's Detention,2018,2,0,389,0,437,826
San Diego Sheriff's Dept.,San Diego Central Detention ,2018,2,712,0,305,0,1017
San Diego Sheriff's Dept.,San Diego Facility #8,2018,2,131,0,89,0,220
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2018,2,215,0,185,0,400
San Diego Sheriff's Dept.,Vista Facility ,2018,2,436,45,311,20,812
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2018,2,2.04,1.75,229.68,52.36,286
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2018,2,114,95,20,17,246
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2018,2,0,0,0,0,0
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2018,2,292,0,52,0,344
San Francisco Sheriff's Dept.,San Francisco County Jail #5,2018,2,583,0,103,0,686
San Joaquin Sheriff's Dept.,John J. Zunino Facility,2018,2,820,98,142,17,1077
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,2018,2,37,12,183,29,261
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,2018,2,220,32,166,50,468
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,2018,2,1,0,48,0,49
San Mateo Sheriff's Dept.,Maguire Correctional Facility,2018,2,371,4,138,0,513
San Mateo Sheriff's Dept.,Maple Street Correctional Facility,2018,2,184,67,171,53,475
San Mateo Sheriff's Dept.,SM Transitional Facility,2018,2,0,0,17,14,31
Santa Barbara Sheriff's Dept.,Medium Security Facility,2018,2,0,0,0,0,0
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,2018,2,528,100,273,56,957
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,2018,2,1459,0,620,0,2079
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,2018,2,0,275,0,143,418
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,2018,2,702,0,79,0,781
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,2018,2,0,0,0,0,0
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,2018,2,256,23,89,9,377
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,2018,2,24,11,29,13,77
Shasta Sheriff's Dept.,Shasta County Main Jail ,2018,2,206,39,82,19,346
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,2018,2,75,14,11,0,100
Solano Sheriff's Dept.,Claybank Facility ,2018,2,124,29,76,24,253
Solano Sheriff's Dept.,Solano County Justice Center ,2018,2,233,43,51,16,343
Solano Sheriff's Dept.,Stanton Correctional Facility,2018,2,171,0,66,0,237
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,2018,2,369,98,192,65,724
Sonoma Sheriff's Dept.,Sonoma-North County Facility,2018,2,172,0,206,0,378
Stanislaus Sheriff's Dept.,Public Safety Cntr Units 1 & 2,2018,2,167,7,149,11,334
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,2018,2,546,83,109,28,766
Sutter Sheriff's Dept.,Sutter County Jail ,2018,2,134,14,49,26,223
Tehama Sheriff's Dept.,Tehama County Jail ,2018,2,100,17,66,8,191
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,2018,2,0,0,0,0,0
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,2018,2,388,95,136,72,691
Tulare Sheriff's Dept.,Men's Correctional Facility,2018,2,111,0,132,0,243
Tulare Sheriff's Dept.,Pre-Trial Facility,2018,2,253,24,87,24,388
Tulare Sheriff's Dept.,Tulare County Jail ,2018,2,185,0,85,0,270
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,2018,2,89,26,24,5,144
Ventura Sheriff's Dept.,Todd Road Jail,2018,2,316,116,243,91,766
Ventura Sheriff's Dept.,Ventura County Main Jail ,2018,2,469,10,270,4,753
Yolo Sheriff's Dept.,Leinberger Center ,2018,2,50,8,46,7,111
Yolo Sheriff's Dept.,Monroe Detention Center ,2018,2,187,30,46,8,271
Yuba Sheriff's Dept.,Yuba County Jail ,2018,2,172,26,86,27,311
Alameda Sheriff's Dept.,Glen Dyer Jail,2018,3,375,0,31,0,406
Alameda Sheriff's Dept.,Santa Rita Jail,2018,3,1539,189,397,55,2180
Amador Sheriff's Dept.,Amador County Jail,2018,3,31.35,9.26,42.35,8.52,91
Butte Sheriff's Dept.,Butte County Jail,2018,3,274,50,183,31,538
Calaveras Sheriff's Dept.,Calaveras Co. Adult Detention Facility,2018,3,45,10,43,12,110
Colusa Sheriff's Dept.,Colusa County Jail,2018,3,37,10,23,9,79
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2018,3,0,0,54,0,54
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2018,3,514,11,113,9,647
Contra Costa Sheriff's Dept.,West County Detention Facility ,2018,3,415,151,118,33,717
Del Norte Sheriff's Dept.,Del Norte County Jail,2018,3,54,12,30,4,100
El Dorado Sheriff's Dept.,El Dorado County Jail,2018,3,125,23,79,21,248
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2018,3,51,6,61,15,133
Fresno Sheriff's Dept.,Fresno County Main Jail,2018,3,742,13,234,3,992
Fresno Sheriff's Dept.,Fresno North Annex Jail,2018,3,1122,0,485,0,1607
Fresno Sheriff's Dept.,Fresno South Annex Jail,2018,3,121,209,28,115,473
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2018,3,48,13,27,8,96
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2018,3,231,41,103,25,400
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2018,3,81,10,5,5,101
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2018,3,163,21,202,10,396
Inyo Sheriff's Dept.,Inyo County Jail,2018,3,23,2,21,8,54
Kern Sheriff's Dept.,Central Receiving Facility,2018,3,69,18,23,4,114
Kern Sheriff's Dept.,Lerdo Maximum/Medium,2018,3,270,0,111,0,381
Kern Sheriff's Dept.,Lerdo Minimum,2018,3,197,45,301,46,589
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2018,3,686,121,124,29,960
Kings Sheriff's Dept.,Kings County Jail Facility,2018,3,319,56,61,22,458
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2018,3,165,25,99,26,315
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2018,3,54,9,39,7,109
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2018,3,0,1253,0,755,2008
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2018,3,2746,0,1438,0,4184
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2018,3,2474,0,1553,0,4027
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2018,3,1,0,54,0,55
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2018,3,872,0,595,0,1467
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),2018,3,501,0,949,0,1450
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2018,3,2364,19,965,128,3476
Madera Corrections Dept.,Madera Adult Correctional Fac,2018,3,336,39,76,12,463
Marin Sheriff's Dept.,Marin County Jail,2018,3,195,42,58,16,311
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2018,3,19,5,13,4,41
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2018,3,179,19,88,20,306
Merced Sheriff's Dept.,John Latorraca Correctional Center,2018,3,338,49,20,4,411
Merced Sheriff's Dept.,Merced County Jail ,2018,3,168,4,6,0,178
Modoc Sheriff's Dept.,Modoc County Jail,2018,3,18,2,11,3,34
Mono Sheriff's Dept.,Mono County Jail ,2018,3,16,2,16,2,36
Monterey Sheriff's Dept.,Monterey County Jail ,2018,3,444,60,303,53,860
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2018,3,0,0,0,0,0
Napa Corrections Dept.,Napa County Jail ,2018,3,131,22,58,13,224
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2018,3,135,38,35,5,213
Orange Sheriff's Dept.,Intake Release Center ,2018,3,297,144,111,152,704
Orange Sheriff's Dept.,James A Musick Facilities,2018,3,145,17,556,149,867
Orange Sheriff's Dept.,Orange County Mens Jail ,2018,3,727,0,342,0,1069
Orange Sheriff's Dept.,Orange County Women's Jail,2018,3,0,161,0,160,321
Orange Sheriff's Dept.,Theo Lacy,2018,3,1434,0,1527,0,2961
Placer Sheriff's Dept.,Placer County Main Jail ,2018,3,253,34,46,8,341
Placer Sheriff's Dept.,So. Placer Minimum Security,2018,3,8,0,111,0,119
Placer Sheriff's Dept.,South Placer Jail,2018,3,208,5,33,49,295
Plumas Sheriff's Dept.,Plumas County Jail ,2018,3,22.97,12.84,6.48,2.26,45
Riverside Sheriff's Dept.,Blythe Jail ,2018,3,62,0,49,0,111
Riverside Sheriff's Dept.,Indio Jail ,2018,3,234,51,62,21,368
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2018,3,911,123,371,83,1488
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2018,3,458,128,155,39,780
Riverside Sheriff's Dept.,Southwest Detention Center,2018,3,664,5,273,1,943
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2018,3,586,34,871,170,1661
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2018,3,1346,147,425,83,2001
San Benito Sheriff's Dept.,San Benito Adult Detention ,2018,3,59,11,39,10,119
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2018,3,347,175,164,62,748
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2018,3,306,127,431,152,1016
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2018,3,861,0,309,0,1170
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2018,3,1671,250,363,72,2356
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2018,3,154,0,610,0,764
San Diego Sheriff's Dept.,George Bailey Detention Facility,2018,3,792,0,849,0,1641
San Diego Sheriff's Dept.,Las Colinas Women's Detention,2018,3,0,387,0,424,811
San Diego Sheriff's Dept.,San Diego Central Detention ,2018,3,715,0,300,0,1015
San Diego Sheriff's Dept.,San Diego Facility #8,2018,3,140,0,89,0,229
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2018,3,207,0,184,0,391
San Diego Sheriff's Dept.,Vista Facility ,2018,3,423,48,315,19,805
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2018,3,2.48,2.13,229.94,40.81,275
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2018,3,102.63,86.73,18.11,15.3,223
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2018,3,0,0,0,0,0
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2018,3,286.5,0,50.56,0,337
San Francisco Sheriff's Dept.,San Francisco County Jail #5,2018,3,549.65,0,97,0,647
San Joaquin Sheriff's Dept.,John J. Zunino Facility,2018,3,782,91,145,19,1037
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,2018,3,21,10,168,33,232
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,2018,3,207,24,168,49,448
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,2018,3,1,0,43,0,44
San Mateo Sheriff's Dept.,Maguire Correctional Facility,2018,3,353,3,149,0,505
San Mateo Sheriff's Dept.,Maple Street Correctional Facility,2018,3,165,68,176,51,460
