Census Tract,Total Population,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%)
6037407502,4170,9.04,83,7.96,84.65,4.6,2.57,0,7.48,0.7
6037407601,4608,11.63,83.09,5.27,83.75,2.56,1.41,0,12.28,0
6037407602,3993,7.46,78.56,13.97,80.12,2.38,2.4,0.68,13.43,1
6037407701,4903,10.12,77.18,12.71,83.09,2.75,0.31,0,13.85,0
6037407702,6744,14.32,73.13,12.54,76.3,7.24,0.62,0.64,14.72,0.47
6037407801,5727,12.5,74.66,12.83,68.92,3.11,1.05,0.14,24.18,2.6
6037407802,3476,10.7,76.27,13.03,77.24,3.97,1.29,1.21,16.2,0.09
6037407900,6082,11.92,73.38,14.7,66.9,5.05,5,0,22.58,0.48
6037408003,4577,11.71,71.75,16.54,61.02,4.98,6.23,0,27.59,0.17
6037408004,2493,13.6,74.77,11.63,44.52,6.62,10.71,0,36.5,1.64
6037408005,5161,10.42,75.72,13.85,37.57,12.23,5.44,0,40.24,4.51
6037408006,3344,11.93,73.83,14.23,36.57,3.53,3.98,0,53.95,1.97
6037408133,5203,14.4,74.01,11.59,53.32,6.13,4.15,0,35,1.4
6037408134,2760,8.19,71.2,20.62,30.25,10.51,5,0,50.4,3.84
6037408135,3882,11.67,72.8,15.53,37.17,8.5,4.56,0,48.66,1.11
6037408136,4224,9.64,74.93,15.44,52.65,8.03,6.2,0.45,31.87,0.8
6037408137,4277,11.29,75.45,13.26,45.15,8.3,7.55,0,37.83,1.17
6037408138,5432,13.51,72.94,13.55,89.12,4.71,0.74,0,4.6,0.83
6037408139,4536,12.7,74.32,12.99,94.16,3.06,0.33,0,2.45,0
6037408140,3793,9.75,81.47,8.78,91.12,2.16,0.82,0,5.91,0
6037408141,5366,12.43,75.48,12.09,80.67,0.89,0.11,0,18.32,0
6037408202,2015,11.41,75.63,12.95,80.79,6.7,0,0,10.37,2.13
6037408211,6381,15.44,68.44,16.13,28.99,4.22,1.18,0,63.99,1.63
6037408212,5042,13.03,67.26,19.71,29.69,7.3,3.47,0.02,58.01,1.51
6037408301,5569,14.49,73.07,12.44,88.49,1.63,0.54,0,9.34,0
6037408302,3836,10.79,73.46,15.75,75.55,7.14,0,0,16.03,1.28
6037408303,4183,7.32,72.17,20.51,67.46,13.51,1.22,0,17.81,0
6037408401,4389,6.86,78.06,15.08,62,9.5,2.57,0,25.75,0.18
6037408402,6646,8.85,71.8,19.35,61.39,16.25,1.02,0.29,21.05,0
6037408501,3050,11.48,75.08,13.44,70.92,4.92,0.46,0,23.48,0.23
6037408503,6673,10.7,67.09,22.21,33.88,16.87,1.71,0.33,44.82,2.38
6037408504,5193,12.63,73.66,13.71,54,10.98,0.19,0,33.62,1.21
6037408505,2653,10.4,68.6,21,46.44,17.49,0.72,0.83,34.53,0
6037408623,3268,8.78,64.9,26.32,30.69,16.06,2.66,0,47.67,2.91
6037408624,2958,9.33,69.41,21.26,24.98,8.25,0.03,0,65.75,0.98
6037408625,4214,13.46,67.85,18.7,31.87,14.74,0,0.33,52.23,0.83
6037408626,4037,8,72.36,19.64,21.8,6.07,2.08,0,70.05,0
6037408627,3076,9.53,65.8,24.67,19.73,11.22,1.33,0,66.15,1.56
6037408628,5177,8.04,67.9,24.07,20.71,8.56,1.27,0,67.36,2.11
6037408629,3012,7.74,70.78,21.48,23.71,13.25,2.06,0.2,57.57,3.22
6037408630,2510,11.91,74.22,13.86,75.66,4.26,0,0,17.45,2.63
6037408631,5214,10.18,76.68,13.14,58.78,8.4,0.15,0,31.66,1
6037408703,6545,7,75.91,17.1,9.53,6.39,0.86,0,81.93,1.3
6037408704,3311,9.21,62.52,28.27,26.16,7.55,1.9,0,63.09,1.3
6037408705,5625,10.68,70.52,18.79,23.52,11.77,0,0,64.2,0.52
6037408706,1835,8.01,69.59,22.4,16.78,12.1,0.38,7.41,60.76,2.56
6037408722,4313,7.91,76.4,15.7,26.43,12.1,0.19,0.23,60.65,0.39
6037408723,2975,8.03,74.18,17.78,25.88,10.69,2.35,0.17,57.34,3.56
6037408724,5542,22.07,73.26,4.67,56.35,2.51,1.39,0,38.47,1.28
6037408800,4387,10.96,82.7,6.34,68.27,14.36,6.5,0,6.88,3.99
6037430002,6522,10.03,71.36,18.61,43.93,26.74,7.24,0,21.47,0.63
6037430003,4971,9.64,70.89,19.47,33.19,36.29,3.38,0.26,20.68,6.2
6037430101,5382,9.74,66.63,23.63,50.5,24.88,5.96,0.33,15.92,2.4
6037430102,4684,6.49,77.95,15.56,75.19,9.35,4.61,1.71,8.9,0.23
6037430200,1026,7.5,56.92,35.58,12.09,55.46,0.78,0,30.41,1.27
6037430301,4319,9.68,68.81,21.51,17.81,62.95,4.12,0,11.99,3.13
6037430302,5339,9.76,72.77,17.48,28.71,53.4,1.57,0,9.16,7.15
6037430400,4642,7.93,70.44,21.63,6.79,25.66,3.08,0,62.41,2.07
6037430501,4030,10.05,61.64,28.31,5.98,68.26,1.17,0.2,18.41,5.98
6037430502,6902,10.43,69.83,19.73,19.28,65.18,0.52,0,12.33,2.68
6037430600,4553,12.63,66.68,20.69,4.88,31.91,1.74,0,55.28,6.19
6037430701,5846,12.97,70.77,16.27,15.51,28.04,1.44,0,52.51,2.5
6037430721,3963,12.39,67.95,19.66,15.09,28.41,2.75,0,50.82,2.93
6037430723,4365,12.05,77.46,10.49,10.95,26.39,3.37,0,55.92,3.37
6037430724,4723,12.56,73.2,14.25,16.11,17.36,1.59,0,63.22,1.72
6037430801,6978,10.75,80.58,8.67,7.01,16.77,1.52,0,69.62,5.09
6037430802,4586,9.86,70.56,19.58,10.14,13.08,0.33,0.68,74.42,1.35
6037430803,5397,9.69,65.5,24.81,13.47,24.27,0,0.26,59.92,2.08
6037430901,4517,10.96,76.13,12.91,48.73,21.41,8.63,0,18.84,2.39
6037430902,4539,10.49,75.41,14.1,38.82,24.01,4.3,0,30.85,2.03
6037431001,7669,13.51,76.32,10.17,52.99,29.77,4.51,0,9.41,3.31
6037431002,3165,10.62,67.42,21.96,27.01,46.19,3.92,0,18.99,3.89
6037431100,6758,11.26,81.44,7.3,58.23,16.14,9,0,15.52,1.11
6037431200,6399,11.49,77.2,11.31,68.28,9.95,9.35,0,10.77,1.66
6037431300,2689,13.2,71.66,15.14,37.26,33.4,0.82,0.19,24.14,4.2
6037431400,4202,9.95,69.9,20.16,30.13,19.18,0.74,0.38,46.74,2.83
6037431501,4480,11.34,66.83,21.83,33.59,17.01,3.21,0.22,44.78,1.18
6037431502,4273,11.87,72.76,15.38,25.65,24.81,0.98,0.09,45.52,2.95
6037431600,4190,6.3,66.87,26.83,8.35,20.29,1.17,0.53,66.21,3.46
6037431700,6000,5.17,69.87,24.97,8.12,15.27,1.42,0,73.6,1.6
6037431800,5655,9.3,67,23.7,13.76,21.66,1.96,0,59.94,2.67
6037431900,4400,11.5,73.02,15.48,19.36,18.07,2.68,0,58.27,1.61
6037432000,7601,10.88,67.5,21.62,19.35,16.06,0.39,0.36,62.79,1.05
6037432101,4103,11.46,68.93,19.62,14.65,18.52,0.02,1,63.56,2.24
6037432102,5951,12.03,71.57,16.4,19.86,14.1,0.67,0.35,63.02,2
6037432201,4491,11.47,68.23,20.31,13.16,10.58,0.22,0,74.33,1.71
6037432202,4471,11.23,68.87,19.91,33.73,6.84,0.47,0.22,58.17,0.56
6037432300,4350,13.68,73.06,13.26,46.53,7.68,0,0.48,45.11,0.21
6037432401,3705,6.5,76.44,17.06,54.49,5.21,0.16,0,40.03,0.11
6037432402,6938,13.03,71.01,15.96,52.91,8.4,1.18,0,37.23,0.27
6037432500,8180,6.5,75.54,17.96,59.74,6.91,0.17,0,32.31,0.87
6037432601,7210,8.25,77.84,13.91,55.19,3.79,1.39,0,38.46,1.18
6037432602,4852,9.65,77.78,12.57,54.45,1.61,0,0,42.46,1.48
6037432700,5779,14.38,73.21,12.41,81.48,1.96,0,0,16.56,0
6037432801,2797,8.97,56.85,34.18,49.48,2.79,0.18,0,47.55,0
6037432802,5077,17.18,75.87,6.95,72.52,1.73,0,0,24.88,0.87
6037432901,3727,8.29,76.68,15.03,26.91,3.6,1.21,0.4,66.33,1.56
6037432902,3312,5.13,70.5,24.37,29.56,8.21,0.21,0.57,57.49,3.96
6037433101,2464,7.47,69.89,22.65,48.3,2.44,0.16,0.16,48.42,0.53
6037433102,5348,9.12,75.8,15.07,56.69,0.71,0,0,42.59,0
6037433200,6246,11.08,73.78,15.15,62.09,6.61,0.74,0,29.6,0.96
6037433302,1530,13.53,72.61,13.86,78.76,2.03,3.86,0,14.97,0.39
6037433304,5063,11.16,75.49,13.35,69.09,3.69,1.05,0,25.64,0.53
6037433305,4582,9.38,80.6,10.02,64.32,1.22,0.39,0,33.83,0.24
6037433306,3136,9.18,78.7,12.12,68.24,3.13,0.13,0,28.51,0
6037433307,3193,11.56,77.48,10.96,62.51,1.13,0.19,4.04,31.38,0.75
6037433401,3405,11.54,78.27,10.19,69.81,2.26,0.35,0,27.2,0.38
6037433402,4713,14.05,74.79,11.16,76.28,3.44,0.25,0.79,16.52,2.72
6037433403,4882,18.87,74.21,6.92,80.17,0.57,0,0,19.25,0
6037433501,1949,10.98,75.42,13.6,93.89,0.72,0,0,5.39,0
6037433503,3269,14.22,76.08,9.7,75.68,1.35,0,0,22.97,0
6037433504,4802,16.14,74.97,8.89,72.16,0.85,0.31,0,26.17,0.5
6037433601,5066,10.8,70.77,18.44,32.21,2.41,0,0,65.38,0
6037433602,2896,11.19,70.2,18.61,32.63,3.21,0,0,63.95,0.21
6037433700,3684,13.06,71.72,15.23,84.99,1.63,0,0.27,12.65,0.46
6037433801,5944,18.35,72.88,8.77,89.8,1.77,0.19,0,8.24,0
6037433802,3362,10.02,73.53,16.45,71.3,8.6,1.25,0.3,18.56,0
6037433901,6032,16.86,77.34,5.8,78.03,0.88,0.71,0.1,20.17,0.1
6037433902,3284,11.42,70.77,17.81,83.31,2.89,0,0.61,13.19,0
6037434001,4410,14.22,77.17,8.62,80.11,3.11,0.14,0.39,16.26,0
6037434003,4717,10.28,78.16,11.55,81.96,3.03,0.11,0,14.12,0.78
6037434004,3039,11.62,79.73,8.65,92.3,1.32,0.16,0,6.22,0
6037460000,4421,9.32,65.55,25.13,16.13,56.23,1.04,0,23.41,3.19
6037460100,6196,8.05,70.08,21.87,14.57,56.15,11.62,0.32,8.76,8.57
6037460200,5861,10.75,69.2,20.05,19.16,34.41,32.81,0,9.02,4.59
6037460301,4845,11.06,72.78,16.16,16.24,37.98,35.89,0.45,6.09,3.34
6037460302,4221,13.53,68.44,18.03,47.69,19.24,27.62,0,3.32,2.13
6037460401,985,15.53,68.32,16.14,40.51,18.27,28.73,0,5.59,6.9
6037460501,5614,11.22,67.58,21.2,7,51.78,0,0,36.69,4.52
6037460502,4277,12.06,72.22,15.71,12.46,46.88,0.3,0,36.75,3.6
6037460600,4416,10.71,72.08,17.21,7.02,65.99,0,0,22.37,4.62
6037460700,5139,10.24,70.81,18.95,11.97,55.24,2.74,0,25.84,4.2
6037460800,3103,9.51,60.46,30.04,10.92,66.32,6.77,0.52,14.41,1.06
6037460900,6731,14.96,72.37,12.67,59.04,13.47,15.02,0,10.04,2.42
6037461000,6249,10.34,75.56,14.1,49.7,8.98,35.03,0.29,3.73,2.27
6037461100,5419,13.38,70.49,16.13,44.05,28.18,21.59,0,2.97,3.21
6037461200,4535,7.96,70.47,21.57,17.11,62.82,11.25,0.18,5.03,3.62
6037461300,6840,10.72,69.42,19.87,17.62,61.08,3.67,0.58,11.52,5.53
6037461400,3119,12.18,71.88,15.93,30.94,47.39,5.1,0,8.02,8.56
6037461501,3971,13.09,72.8,14.1,48.35,23.6,15.76,0,10.17,2.12
6037461502,6423,12.16,69.98,17.86,53.56,21.36,14.98,0,7.82,2.29
6037461600,6058,10.66,78.08,11.26,56.75,12.97,13.85,0.63,11.59,4.21
6037461700,1526,10.55,56.23,33.22,16.12,61.4,10.22,0,9.83,2.42
6037461901,5051,7.42,83.49,9.09,57.28,17.86,13.4,0.1,8.3,3.07
6037461902,1801,2.11,82.84,15.05,12.38,38.03,12.88,0,30.04,6.66
6037462001,4460,16.3,76.46,7.24,74.13,9.1,8.68,0,7.08,1.01
6037462002,4043,12.47,79.84,7.69,71.48,10.14,14.2,0.69,1.66,1.83
6037462100,5748,11.88,76.79,11.33,61.01,20.41,8.04,0,7.86,2.68
6037462201,3941,11.75,65.03,23.22,33.77,37.27,9.16,0,16.32,3.48
6037462202,2775,8.65,79.75,11.6,15.46,42.02,8,0,30.59,3.93
6037462301,5265,14.61,74.97,10.43,61.58,20.19,8.66,0.17,7.26,2.15
6037462302,3213,10.21,79.05,10.74,31.93,32.46,5.1,0,26.8,3.7
6037462400,3944,10.32,72.59,17.09,29.67,52.79,2.33,0.84,9.38,4.99
6037462500,6146,14.07,65.54,20.39,20.09,53.12,4.12,0,18.19,4.47
6037462600,2152,10.83,68.03,21.14,24.81,51.58,7.34,0,13.8,2.46
6037462700,5413,13.34,72.29,14.37,41.38,29.1,4.86,0,20.47,4.19
6037462800,2827,13.8,73.68,12.52,32.9,38.34,8.7,0,15.46,4.6
6037462900,3797,13.62,70.13,16.25,33.74,45.9,2.98,0,13.91,3.48
6037463000,2665,14.45,68.86,16.7,15.31,43.19,5.4,0,29.76,6.34
6037463101,2373,9.36,73.66,16.98,31.44,28.32,4.47,0,31.73,4.05
6037463102,3878,14.05,68.31,17.64,38.53,24.16,2.37,0,33.16,1.78
6037463200,3563,8.17,68.93,22.9,22.99,40.08,5.73,0,27.9,3.31
6037463300,1970,9.95,70,20.05,20.51,46.45,4.72,0,26.4,1.93
6037463400,5787,8.81,76.26,14.93,21.63,39.33,6.55,0.28,27.58,4.63
6037463500,5982,10.2,80.44,9.36,14.51,49.58,5.37,0.33,26.85,3.36
6037463601,5988,7.95,78.69,13.36,20.62,42.87,2.42,0,31.02,3.06
6037463602,6057,10.71,77.08,12.2,17.34,37.92,9.33,0,31.98,3.43
6037463700,3138,7.07,70.11,22.82,12.52,61.47,6.05,0,13.8,6.15
6037463800,4066,15.94,60.77,23.29,11.71,62.15,2.34,0,16.75,7.06
6037463900,3290,4.86,60.18,34.95,14.68,60.43,9.06,0.82,11.58,3.43
6037464000,5623,10.42,71.46,18.12,15.83,45.6,9,0,24.26,5.32
6037464100,7121,9.41,69.18,21.42,6.67,30.74,0.79,0,58.83,2.98
6037464200,6073,9.85,70.34,19.81,5.76,25.47,3.13,0,62.85,2.78
6037480002,3623,9.85,67.54,22.61,20.23,25.64,1.9,0,50.32,1.9
6037480011,5466,13.92,74,12.07,36.17,14.87,0.51,0,45.96,2.49
6037480012,4975,14.17,68.98,16.84,19.4,18.13,1.03,0,60.64,0.8
6037480101,3731,9.57,72.15,18.28,10.48,11.87,0.08,0.4,73.6,3.56
6037480102,4487,9.65,71.7,18.65,21.35,15.76,2.01,0,57.92,2.96
6037480201,3787,9.14,69.03,21.84,24,33.11,1.29,0,38.76,2.83
6037480202,2553,16.73,65.33,17.94,28.67,21.43,0.82,0.63,43.52,4.94
6037480302,4672,7.36,76.09,16.55,35.55,15.88,0.88,2.12,41.78,3.79
6037480303,4103,11.97,75.68,12.36,44.31,5.63,4.75,0,44.41,0.9
6037480304,4506,6.84,78.25,14.91,34.35,8.08,1.69,0.51,54.26,1.11
6037480400,5538,10.91,68.36,20.73,28.69,14.12,3.02,0.45,48.52,5.2
6037480500,5108,10.36,73.06,16.58,15.66,51.35,0.06,0,28.13,4.8
6037480600,8038,14.87,73.49,11.64,19.4,47.74,5.87,0.02,21.61,5.36
6037480702,4284,12.79,67.74,19.47,16.69,33.43,5,0,42.55,2.33
6037480703,3612,15.09,72.43,12.49,20.13,38.68,1.72,0,35.6,3.88
6037480704,4619,13.77,75.28,10.95,20.44,36.09,0.97,0.95,32.43,9.11
6037480802,3162,6.96,70.02,23.02,53.23,6.01,0.16,0,37.19,3.42
6037480803,3699,9.54,75.72,14.73,60.04,11,0.78,0.3,23.06,4.81
6037480804,4892,14.62,73.77,11.61,38.72,9.32,3.21,0,45.85,2.9
6037480901,5407,8.05,77.73,14.22,39.17,6.55,3.64,0,49.69,0.94
6037480902,4109,10.98,78.32,10.71,43.98,4.6,1.73,0.46,47.55,1.68
6037480903,3248,10.34,71.18,18.47,26.32,6,0.86,0.18,64.41,2.22
6037481001,4369,5.97,63.45,30.58,27.15,12.15,0.41,0,59.49,0.8
6037481002,5646,11.19,73.91,14.9,36.01,9.78,0.25,0,53,0.97
6037481101,4513,8.71,72.86,18.44,40.02,11.12,1.6,0.24,46.4,0.62
6037481102,4000,15.9,71.68,12.43,19.48,12.05,1.2,0,65.28,2
6037481103,4926,6.25,75.46,18.29,42.2,6.09,0.16,0,51.32,0.22
6037481201,3910,9.13,78.77,12.1,28.82,7.01,0.33,0,62.99,0.84
6037481202,6188,9.65,73.93,16.42,32.69,8.26,0.11,0,57.34,1.6
6037481300,3299,6.61,76.3,17.1,28.46,3.82,0.03,0.24,67.44,0
6037481401,6267,8.27,79.51,12.22,17.12,5.49,0.05,0.19,75.84,1.31
6037481402,6598,6.06,72.67,21.26,20.02,7.74,0.08,0,70.87,1.29
6037481500,4489,5.52,67.34,27.13,16.44,5.21,1.29,0,75.74,1.31
6037481603,3486,13.28,73.41,13.31,18.5,4.04,4.82,0.89,70.97,0.77
6037481604,3701,8.02,73.49,18.48,31.83,9.7,1,0,57.09,0.38
6037481605,2831,7.74,72.41,19.85,31.58,4.7,0,0.32,62.81,0.6
6037481606,5013,9.77,73.25,16.98,24,2.71,5.57,0,67.72,0
6037481711,4246,6.62,69.71,23.67,9.63,2.87,0.35,0,86.79,0.35
6037481712,5329,6.51,74.27,19.22,19.01,0.51,0,0,80,0.49
6037481713,2736,11.7,70.91,17.4,20.61,1.97,0,0,77.08,0.33
6037481714,2739,5.48,69.73,24.79,6.57,3.72,0.4,0,87.55,1.75
6037481800,2558,7.54,64.93,27.52,21.46,14.5,0.23,0,61.42,2.38
6037481901,5775,8.48,71.64,19.88,50.49,14.11,0.81,0.09,34.01,0.48
6037481902,3443,10.57,70.08,19.34,54.46,9.27,3.6,0.49,31.77,0.41
6037482001,2650,7.02,59.51,33.47,14.19,4.11,0,0,80.38,1.32
6037482002,6760,11.26,69.48,19.26,31.67,4.05,1.43,0.9,61.23,0.71
6037482101,4750,8.42,69.22,22.36,24.74,5.37,0.29,0,68.9,0.69
6037482102,2943,10.81,67.48,21.71,31.26,6.46,0.51,0,58.21,3.57
6037482201,4076,8.83,71.32,19.85,26.01,2.82,0.02,0,70.14,1.01
6037482202,5087,12.29,72.52,15.2,24.49,1.81,0.63,0.51,72.11,0.45
6037482301,4941,8.62,75.11,16.27,19.09,1.86,0.51,0,78.12,0.43
6037482303,6156,15.01,71.25,13.74,30.82,2.58,0,0,66.39,0.21
6037482304,3216,14.65,73.73,11.63,44.59,2.49,1.62,0,49.5,1.8
6037482401,3670,11.25,71.8,16.95,42.34,2.56,0,0,54.66,0.44
6037482402,7566,8.74,75.09,16.18,45.47,4.14,0.12,0,50.17,0.11
6037482502,3310,8.16,77.1,14.74,20.54,0.97,0.48,0,77.34,0.66
6037482503,4293,10.16,76.43,13.42,31.38,1.98,0.98,2.17,59.96,3.54
6037482521,5842,8.59,71.82,19.58,38.1,5.41,0.51,0.17,54.76,1.04
6037482522,4478,8.15,71.88,19.96,46.16,6.86,0.38,0.16,44.42,2.03
6037482600,6262,5.49,70.42,24.08,28.9,7.31,0,2.38,60.59,0.81
6037482701,4323,10.76,69.4,19.85,60.98,3.03,0.02,0,35.74,0.23
6037482702,2373,7.59,68.02,24.4,42.52,7.5,1.14,0.17,45.98,2.7
6037482800,4524,13.04,66.27,20.69,40.05,4.8,0.2,0.82,51.79,2.34
6037500100,4840,11.71,68.14,20.14,38.7,43.31,0.1,0.52,16.43,0.95
6037500201,7267,8.86,70.46,20.68,30.43,57.38,0.39,0,7.55,4.25
6037500202,4988,9.98,67.88,22.13,45.73,30.23,0.66,0.08,20.83,2.47
6037500300,2973,9.42,67.31,23.28,54.12,28.19,0,0,15.78,1.92
6037500402,4856,12.54,77.45,10.01,97.59,1.85,0,0,0,0.56
6037500403,3829,8.88,74.8,16.32,86.05,5.3,0,0.6,7.78,0.26
6037500404,4551,8.2,74.97,16.83,82.14,9.27,0.53,0,6.28,1.78
6037500500,2703,7.21,73.55,19.24,86.09,5.18,0.37,0,8.36,0
6037500600,4912,8.65,76.06,15.29,96.4,1.57,0,0,2.04,0
6037500700,7150,10.78,75.36,13.86,93.24,4.41,0.38,0,1.09,0.88
6037500800,5362,11.86,74.8,13.33,91.07,5.86,1.08,0.56,1.16,0.28
6037500900,6363,11.44,74.07,14.49,90.27,3.3,1.63,0.2,4.18,0.41
6037501001,3046,11.62,75.05,13.33,92.38,6.17,0,0.69,0.53,0.23
6037501002,5013,12.23,77.14,10.63,84.92,12.37,0.52,0.3,1.32,0.58
6037501200,4864,12.99,73.48,13.53,73.01,15.15,0.25,0.68,9,1.91
6037501300,7154,13.42,74.35,12.23,73.71,21.02,1.33,0,2.39,1.55
6037501400,3669,11.42,80.73,7.85,82.28,11.28,1.61,1.83,2.29,0.71
6037501501,2272,7.92,70.64,21.43,55.68,32.79,0,0,9.77,1.76
6037501503,5280,11.72,78.81,9.47,72.99,20.78,0.64,1.5,2.01,2.08
6037501504,3369,12.91,67.62,19.47,77.53,13.06,0.92,0.39,6,2.11
6037501600,7769,8.04,76.33,15.63,55.66,29.73,1.63,0.15,7.8,5.02
6037501700,3425,16.76,69.31,13.93,57.66,38.04,0.26,0,4.03,0
6037501802,3311,13.38,72.61,14.01,76.29,17.61,3.93,0,1.12,1.06
6037501803,4427,14.75,78.79,6.46,87.31,8.22,0.5,0.38,1.02,2.58
6037501804,2175,20.09,68.69,11.22,80.28,13.56,1.56,0,3.17,1.43
6037501900,4153,13.89,73.18,12.93,75.63,18.49,1.9,0,1.64,2.34
6037502003,2634,9.98,80.68,9.34,82.99,11.66,0.61,0,1.33,3.42
6037502004,4251,8.42,79.58,12,86.03,5.34,1.32,0,4.59,2.73
6037502005,4930,13.89,72.98,13.12,70.73,20.43,1.38,0,1.83,5.64
6037502100,5036,11.85,71.31,16.84,81.16,15.79,0.99,0.24,1.83,0
6037502200,6937,12.08,74.3,13.62,91.18,5.56,0.14,0,2.78,0.33
6037502301,5794,12.84,71.47,15.69,92.01,4.21,0.95,2.31,0.48,0.03
6037502302,2970,12.32,78.22,9.46,89.43,5.79,2.15,0,1.75,0.88
6037502401,4957,16.32,69.34,14.34,86.46,8.49,0.75,0,3.69,0.61
6037502402,3874,10.02,73.52,16.47,91.48,7.87,0.05,0.18,0.41,0
6037502500,4274,8.89,76.44,14.67,94.17,4.47,0.28,0,1.08,0
6037502601,6939,11.77,72.43,15.79,91.22,5.14,2.28,0.1,1.25,0
6037502602,4477,9.25,77.46,13.29,87.51,8.8,1.23,0,1.56,0.89
6037502700,6919,9.11,77.92,12.98,78.55,11.01,4.68,0.22,2.7,2.83
6037502801,6468,11.83,74.94,13.23,82.58,13.71,0.43,0,2.58,0.7
6037502802,3221,11.58,66.28,22.14,51.94,13.75,7.2,0.22,25.12,1.77
6037502901,5816,10.47,78.73,10.8,75.79,15.22,1.07,0.29,2.84,4.8
6037502902,4168,13.2,75,11.8,88.46,4.41,0.41,0,4.08,2.64
6037503000,5606,18.21,76.26,5.53,89.14,4.87,0,3.16,2.32,0.52
6037503103,5204,14.49,72.39,13.12,85.24,8.42,0.12,0,6.23,0
6037503104,2542,13.1,77.3,9.6,85.25,4.45,0,0.83,9.48,0
6037503105,4228,16.01,75.12,8.87,81.76,13.1,0.09,0,4.16,0.88
6037503106,4091,12.2,74.63,13.18,72.53,15.25,0,0,6.8,5.43
6037503201,4144,13.92,69.33,16.75,66.17,16.99,3.89,0,11.66,1.3
6037503202,5028,11.79,73.43,14.78,76.81,12.27,0.62,0,10.04,0.26
6037503301,3374,12.92,76.05,11.03,63.78,29.85,0.74,0,4.06,1.57
6037503302,6784,12.78,77.95,9.27,75.35,17.44,0.04,0.52,3.76,2.89
6037503401,6492,13.99,68.11,17.9,58.39,33.09,1.43,0,6.07,1.02
6037503402,4129,11.94,74.26,13.8,65.78,28.99,0.27,0.12,3.78,1.07
6037503501,6444,10.85,78.03,11.13,69.91,18.54,0.95,1.01,7.12,2.47
6037503502,4655,9.95,76.61,13.45,71.13,23.59,0.06,1.03,2.69,1.5
6037503601,4151,9.4,71.21,19.39,41.94,34.55,6.22,1.32,11.97,4
6037503602,4212,8.24,73.46,18.3,48.05,35.94,0.45,0,11.97,3.58
6037503701,4840,11.96,73.99,14.05,53.6,42.38,0,0,3.87,0.17
6037503702,5516,10.15,74.11,15.74,54.77,34.52,0.67,0,6.78,3.26
6037503703,7622,8.07,61.47,30.46,18.54,27.62,0.29,0,52.53,1.02
6037503801,3851,9.95,76.29,13.76,46.04,31.91,0,0,15.74,6.31
6037503802,4900,10.57,75.08,14.35,40.1,28.47,1.96,0,27.41,2.06
6037503901,2942,13.73,69.78,16.49,45.14,32.7,0.71,0,18.9,2.55
6037503902,4939,13.04,73.44,13.53,47.78,34.97,0.47,0.2,13.14,3.44
6037504001,5860,9.16,80.46,10.38,34.74,42.85,1.93,0,16.35,4.13
6037504002,5461,10.29,77.77,11.94,48.47,34.08,3.75,0.29,12.2,1.21
6037504101,4826,9.8,70.93,19.27,66.39,15.21,2.32,0.41,14.94,0.73
6037504102,9,0,100,0,0,0,0,100,0,0
6037530003,3080,8.54,66.98,24.48,56.66,22.27,1.95,0,18.67,0.45
6037530004,3495,14.85,69.04,16.11,64.46,14.45,2.23,0,14.45,4.41
6037530005,3971,7.38,59.23,33.39,38.58,9.07,0.45,0,51.4,0.5
6037530006,4430,13.02,76.59,10.38,61.67,13.5,0.47,0,22.73,1.63
6037530101,5285,14.59,68.95,16.46,78.03,8.33,4.09,0.87,5.39,3.29
6037530102,4862,7.08,71.1,21.82,78.63,12.01,0.53,0,8.41,0.41
6037530202,4348,11.11,73.28,15.62,88.87,3.36,0,0,7.77,0
6037530203,2728,6.82,81.05,12.13,82.62,8.47,0.73,0,7.37,0.81
6037530204,3904,11.04,81.43,7.53,86.55,1.87,0,0,11.58,0
6037530301,2211,17.1,69.74,13.16,90.64,3.93,0,0,4.88,0.54
6037530302,6849,11.27,78.61,10.12,92.96,3.59,0.67,0,2.77,0
6037530400,3744,16.85,66.4,16.75,73.29,0.75,4.01,0,21.63,0.32
6037530500,3719,9.71,75.34,14.95,91.56,3.12,0.05,0,5.27,0
6037530601,2930,14.23,70.51,15.26,91.64,6.11,0,0,1.94,0.31
6037530602,1769,16.96,72.19,10.85,86.38,10.46,0.28,0,2.88,0
6037530700,2157,10.57,76.77,12.66,94.9,3.11,0,0,1.81,0.19
6037530801,5407,14,75.94,10.06,92.68,5.51,0,0,1.66,0.15
6037530802,3165,12.64,77.35,10.02,94.22,3.22,1.07,0,1.49,0
6037530901,3684,12.76,77.88,9.36,98.81,0.73,0.35,0,0.11,0
6037530902,3840,11.88,73.7,14.43,94.38,1.2,0,0,4.43,0
6037531000,5133,17.16,71.6,11.24,98.07,1.64,0,0,0,0.29
6037531101,4851,12.18,78.52,9.3,98.89,0.85,0.08,0.19,0,0
6037531102,3210,15.89,72.52,11.59,98.79,0.44,0,0.22,0.56,0
6037531201,5530,14.7,77.32,7.97,98.81,0.83,0.25,0,0.11,0
6037531202,4431,11.19,78.24,10.56,97.34,0.9,0.72,0,1.04,0
6037531301,4824,13.68,76.99,9.33,97.82,0.7,0.56,0,0.85,0.06
6037531302,6215,16.96,75.74,7.3,99.5,0.5,0,0,0,0
