Census Tract,Total Population,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%)
6095250801,4135,9.87,77.73,12.41,20.73,24.89,31.85,0,18.7,3.85
6095250900,2654,22.19,62.81,15,10.66,19.14,50.08,0,12.96,7.16
6095251000,2654,11.76,76.45,11.79,42.54,37.6,9.5,0.87,8.52,0.98
6095251100,3124,11.33,76.44,12.23,48.66,16.97,25.22,0.51,5.86,2.78
6095251200,3663,9.77,78.16,12.07,46,21.68,12.69,0,14.85,4.78
6095251300,2969,11.11,69.65,19.23,24.65,46.82,6.8,0.3,12.93,8.49
6095251400,5899,8.19,75.56,16.26,26.97,43.72,13.7,0.34,11.11,4.17
6095251500,4326,18.45,73.69,7.86,38.97,18.96,30.77,0,4.23,7.07
6095251600,2580,12.02,78.8,9.19,33.1,28.49,27.98,0,4.15,6.28
6095251701,3211,11.09,72.94,15.98,28,36.87,20.49,0.16,12.3,2.18
6095251702,2623,8.62,79.37,12.01,22,15.97,28.52,0,28.78,4.73
6095251802,2770,13.21,67.62,19.17,38.12,13.79,29.49,0,13.72,4.87
6095251803,4846,16.01,71.87,12.11,46.31,14.8,15.66,0.12,21.02,2.08
6095251804,3485,8.61,74.15,17.25,12.48,17.56,18.74,0,44.51,6.71
6095251901,5119,12.54,66.61,20.84,21.63,17.21,27.1,0,29.65,4.41
6095251902,6173,15.42,71.39,13.19,43.03,10.21,12.38,0,28.35,6.04
6095251903,5963,14.09,70.72,15.19,23.51,9.99,38.29,0,24.44,3.77
6095252000,4739,9.26,62.14,28.59,13.13,72.21,1.18,0,6.92,6.56
6095252102,3900,9.54,70.97,19.49,16.33,66.1,0.15,0,5.69,11.72
6095252103,5753,9.59,70.26,20.15,12.39,23.34,17.23,0,36.33,10.71
6095252104,5659,12.55,75.01,12.44,12.26,49.44,7.4,0,20.62,10.27
6095252105,3305,8.05,73.28,18.67,10.89,65.05,0.88,0,16.58,6.6
6095252106,4186,11.13,67.7,21.17,9.99,70.19,2.44,0,12.44,4.95
6095252107,3739,8.91,71.17,19.93,13.93,70.18,3.26,0,7.06,5.56
6095252108,3153,9.74,70.92,19.35,12.08,68.13,6.66,0,8.56,4.57
6095252201,9421,11.64,73.04,15.32,12.38,48.21,7.79,0.14,26.05,5.43
6095252202,11383,12.48,75.5,12.02,19.75,30.84,10.15,0.84,31.7,6.71
6095252305,5336,9.33,74.83,15.84,12.35,57.25,6.54,0,18.27,5.58
6095252306,3353,9.42,68.18,22.4,26.22,48.88,9.81,0,9.39,5.7
6095252310,2913,10.06,62.41,27.53,8.82,54.89,9.2,0,19.12,7.96
6095252311,4312,10.46,75.02,14.52,18.23,34.74,18.39,0,19.62,9.02
6095252312,4038,15.3,73.18,11.52,23.9,37.25,13.47,0,17.8,7.58
6095252313,5627,12.92,60.74,26.34,12.76,47.2,13.7,0,20.36,5.97
6095252314,4221,12.06,74.41,13.53,28.52,36.2,12.79,0,16.37,6.11
6095252315,4035,9.32,71.28,19.41,17.89,37.84,14.97,1.31,22.43,5.55
6095252316,3498,12.35,74.19,13.46,17.52,23.04,14.95,0.91,39.14,4.43
6095252317,10131,13.11,78.16,8.74,19.06,28.41,15.05,0.11,28.2,9.17
6095252401,4705,10.67,79.17,10.16,49.71,21.66,15.96,0,8.29,4.38
6095252402,5549,16.45,76.84,6.7,47.27,20.96,10.04,1.59,14.38,5.77
6095252501,2816,19.39,69.99,10.62,56.04,23.4,15.87,0,3.73,0.96
6095252502,2106,14.1,79.01,6.89,19.66,34.19,23.36,0,7.27,15.53
6095252604,3900,8.9,80.03,11.08,35.59,24.87,19.51,0,13.85,6.18
6095252605,6226,17.6,72.66,9.73,45.23,17.99,19.76,1.27,12.06,3.69
6095252606,5465,14.69,73.56,11.75,49.48,17.22,19.65,0.09,10.32,3.24
6095252607,3898,19.78,73.94,6.29,58.9,17.06,13.42,0,5.95,4.67
6095252608,4160,20.63,71.44,7.93,41.71,18.25,25.53,1.13,10.7,2.69
6095252610,3134,12.32,75.62,12.06,33.92,29.32,16.21,0,9.64,10.91
6095252611,4011,21.57,71.9,6.53,45.05,14.46,20.24,1.27,12.89,6.08
6095252702,6598,12.58,74.78,12.64,23.95,28.05,16.04,0,24.67,7.29
6095252703,4437,17.17,72.98,9.85,37.03,15.28,18.01,1.04,25.67,2.97
6095252704,5410,10.81,77.39,11.79,19.3,30,25.42,0.17,19.04,6.08
6095252705,5937,10.11,75.78,14.11,24.93,28.28,22.99,0.77,16.42,6.6
6095252706,4087,14.9,74.21,10.89,26.77,25.23,19.7,0,22.39,5.92
6095252707,5233,9.4,75.73,14.87,30.65,35.3,19.22,0.11,8.21,6.5
6095252801,3014,34.27,65.73,0,15.86,54.61,14.7,0,8.66,6.17
6095252802,938,21.22,78.78,0,18.44,52.56,17.7,0,5.23,6.08
6095252903,3857,8.66,63.31,28.03,11.28,79.36,1.17,0.36,4.87,2.96
6095252904,7116,12.17,72.05,15.78,24.66,47.15,9.57,0.7,13.94,3.98
6095252908,3993,16.78,72.53,10.69,16.58,58.18,5.53,0.28,11.42,8.01
6095252909,3471,12.22,82.48,5.3,21.75,59,6.74,0,4.18,8.33
6095252910,5610,11.18,77.36,11.46,26.65,51.27,5.69,0.7,7.25,8.45
6095252911,4818,3.26,40.16,56.58,10.94,74.93,5.4,0.17,6.41,2.16
6095252912,5668,11.56,74.61,13.83,18.7,62.49,4.59,0,6.49,7.73
6095252913,4856,14.93,76.21,8.86,21.09,55.23,10.52,0,7.16,5.99
6095252914,6330,15.15,73.68,11.17,25.02,48.04,10.49,0.21,9.61,6.64
6095252915,5326,17.91,71.25,10.83,22.89,40.63,8.37,0,18.66,9.44
6095253000,6720,0,88.94,11.06,23.38,22.32,43.96,1.82,5.73,2.8
6095253101,5512,10.58,74.02,15.4,33.69,55.03,1.09,0.33,3.66,6.2
6095253105,6584,15.54,73.89,10.57,28.69,40.55,14.61,0.67,6.46,9.02
6095253106,3675,10.39,80.82,8.79,21.17,54.69,11.35,0,9.12,3.67
6095253107,6141,13.74,69.92,16.33,32.68,45.43,7.6,0.33,9.78,4.17
6095253108,4747,17.48,70.28,12.24,26.14,41.67,6.19,0.21,13.39,12.39
6095253201,4788,12.43,64.16,23.41,14.29,72.43,4.01,1.65,1.21,6.41
6095253203,4123,15.23,70.94,13.82,23.28,60.22,7.59,0,3.88,5.02
6095253204,7286,12.65,78.04,9.31,46.56,38.09,5.97,0,4.76,4.63
6095253205,2971,11.54,79.1,9.36,30.63,52.1,3.77,0,7.43,6.06
6095253206,3236,11.9,79.76,8.34,11.5,65.23,0.62,0,16.44,6.21
6095253300,2648,11.03,72.58,16.39,40.67,53.97,0.38,2.42,0.98,1.59
6095253402,8343,11.39,72.32,16.29,49.8,36.46,2.03,0,6.88,4.83
6095253403,4991,10.92,72.67,16.41,34.48,55.76,0.18,0,5.25,4.33
6095253404,6894,15.2,77.13,7.67,38.4,49.62,2.84,0.54,3.66,4.95
6095253500,10676,5.07,50.74,44.19,20.86,64.35,6.67,0.2,6.41,1.52
6095980000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6097150100,2631,5.66,68.91,25.43,15.55,83.16,0,0,0.87,0.42
6097150202,4927,5.42,68.85,25.74,22.29,65.35,0.55,0,6.68,5.13
6097150203,4561,4.85,59.15,36,16.79,78.23,0.33,0,2.72,1.93
6097150204,3633,10.54,59.76,29.7,17.67,78.89,0,0.22,1.07,2.15
6097150303,4493,3,47.16,49.83,7.59,86.67,0,0,0.65,5.1
6097150304,5610,11.12,67.61,21.27,29.27,66.63,2.46,0,1.64,0
6097150305,6183,16.46,74.61,8.93,63.5,26.65,0.6,0,0.45,8.8
6097150306,4225,7.31,71.64,21.04,27.91,62.27,0,0,2.2,7.62
6097150500,4782,9.43,64.62,25.95,5.29,83.1,0.42,0.84,3.01,7.34
6097150601,4413,13.28,73.24,13.48,30.36,57.24,1.9,0,5.62,4.87
6097150602,4271,10.42,71.11,18.47,20.42,70.45,0,0,4.92,4.21
6097150603,7691,8.19,69.47,22.34,30.01,64.11,0.52,0.05,2.47,2.83
6097150607,5145,12.73,74.62,12.65,14.31,69.25,1.57,0.02,8.78,6.06
6097150609,5033,13.49,62.23,24.28,23.7,64.91,2.23,0,5.35,3.81
6097150610,3983,10.39,74.27,15.34,20.79,64.47,0.45,0.6,6.63,7.05
6097150611,4147,12.47,74.83,12.71,24.28,64.55,2.12,0,5.4,3.64
6097150612,4676,10.14,72.13,17.73,11.12,80.69,0.47,0.36,3.66,3.7
6097150701,4939,6.64,74.69,18.67,26.26,68.5,0.93,0.12,0.91,3.28
6097150702,4915,9.95,70.15,19.9,7.63,82.32,1.18,0.16,4.66,4.05
6097150800,5401,8.81,72.84,18.35,21.44,67.23,0.06,0.24,4.92,6.11
6097150901,5053,14.55,73.12,12.33,31.74,57.11,1.29,0,3.27,6.59
6097150902,3423,12.07,70.23,17.7,10.05,83.23,0.88,0,1.61,4.24
6097151000,3968,6.25,73.14,20.61,14.62,81.5,0,0,2.75,1.13
6097151100,5619,10.7,70.56,18.74,15.27,78.82,1.57,0.43,1.14,2.78
6097151201,7069,12.7,65.29,22.01,25.55,67.92,0.38,0.06,3.95,2.15
6097151203,4460,13.9,67.22,18.88,14.48,79.91,0.27,0,2.25,3.09
6097151204,2987,12.62,72.55,14.83,21.39,72.21,0.4,0,2.61,3.38
6097151301,4970,16.26,73.02,10.72,46.4,39.88,0.68,0,7.46,5.57
6097151305,6038,14.74,74.45,10.81,43.94,51.67,1.26,0,1.92,1.21
6097151306,3841,11.27,70.89,17.83,23.22,64.2,1.69,0,6.64,4.24
6097151307,5783,16.27,69.96,13.76,26.18,63.01,0.61,0,5.48,4.72
6097151308,5119,11.15,66.95,21.9,16.64,72.2,2.21,0,2.27,6.68
6097151309,5737,9.81,73.35,16.84,16.05,71.78,1.32,0,7.74,3.1
6097151310,5716,4.16,88.66,7.17,23.55,58.47,5.37,0,10.9,1.71
6097151311,6575,5.52,85.55,8.93,20.06,63.41,4.76,0,10.28,1.49
6097151401,8050,13.71,78.97,7.32,41.84,38.8,1.8,1.58,11.93,4.06
6097151402,9853,11.21,79.4,9.39,52.33,35.84,3.33,1.52,5.92,1.07
6097151502,7069,10.88,66.63,22.49,9.93,80.72,2.94,0.58,3.96,1.87
6097151503,3448,6.12,62.04,31.84,5.02,86.22,1.42,0.29,4.93,2.12
6097151504,3554,6.84,68.88,24.28,9.93,82.84,0.23,0,5.15,1.86
6097151601,3013,0.93,26.45,72.62,7.63,86.29,0.23,0.33,4.22,1.29
6097151602,2985,2.61,26.83,70.55,2.78,92.76,0,0,3.99,0.47
6097151700,7457,12.44,65.35,22.21,15.8,68.51,0.05,0.56,12.35,2.72
6097151800,4848,8.33,72.3,19.37,9.69,76.98,6.31,0,1.22,5.8
6097151900,3286,11.05,72.25,16.71,27.33,60.68,1.98,1.13,4.63,4.26
6097152000,1980,11.01,80.05,8.94,28.18,58.33,3.99,0.2,3.59,5.71
6097152100,3136,8.32,80.45,11.22,20.06,66.49,5.33,0.67,4.78,2.68
6097152201,3937,13.69,76.81,9.5,25.55,60.33,4.75,3.2,1.6,4.57
6097152202,6510,8.79,66.67,24.55,23.93,66.45,0.45,0,5.15,4.02
6097152203,3535,9.31,69.56,21.13,12.16,73.75,2.72,3.08,1.87,6.42
6097152300,4115,7.95,66.8,25.25,12.3,82.94,0.05,0.58,1.99,2.14
6097152400,8367,5.68,63.13,31.19,6.73,78.56,2.09,0.53,8.69,3.41
6097152501,4352,16.02,72.79,11.19,19.65,66.91,2.32,0.28,7.88,2.96
6097152502,3782,11.61,65.42,22.98,29.03,57.35,0.32,1.03,7.54,4.73
6097152600,8131,10.71,66.97,22.32,8.4,81.85,1.71,0,4.52,3.52
6097152701,4804,6.79,69.46,23.75,25.27,66.78,0,0,3.08,4.87
6097152702,5342,12.75,73.42,13.83,29.95,59.08,1.39,0.3,3.01,6.27
6097152801,4631,12.78,75.6,11.62,36.49,55.54,0,0.84,3.8,3.33
6097152802,7564,15.82,73.53,10.64,55.24,36.83,2.74,0,2.74,2.46
6097152903,5488,15.82,74.74,9.44,56.87,31.51,2.7,0,4.26,4.66
6097152904,5459,10.4,75.23,14.36,29.38,58.12,2.05,0.05,5.28,5.11
6097152905,4458,11.24,74.32,14.45,28.17,60.79,3.41,1.23,4.73,1.66
6097152906,5576,11.96,73.31,14.72,21,70.5,2.64,0,3.52,2.35
6097153001,7147,13.04,76.23,10.73,44.2,43.77,0.55,0.55,6.69,4.25
6097153002,6864,16.33,75.52,8.14,51.05,36.36,3.31,0.41,4.43,4.44
6097153003,5669,15.21,72.83,11.96,39.94,48.99,0.79,1.36,5.5,3.42
6097153005,7207,9.2,73.48,17.32,27.68,62.05,0.24,0,6.48,3.55
6097153006,8199,13.05,69.3,17.65,34.76,53.86,3.4,0.01,3.15,4.81
6097153102,5976,12.48,81.07,6.44,69.39,17.7,5.44,1.26,5.14,1.07
6097153103,4507,15.95,72.04,12,58.84,28.22,1.18,1.8,7.79,2.17
6097153104,3949,19.42,74.58,6,66.35,24.21,2.05,1.39,0.99,5.01
6097153200,8327,16.98,75.39,7.63,54.75,32.27,3.63,0,6.14,3.22
6097153300,12385,8.74,78.41,12.85,43.25,39.56,3.12,0.58,8.43,5.06
6097153401,6373,8.36,70.48,21.15,8.33,80.5,0.66,0,2.68,7.83
6097153403,3910,9.85,68.62,21.53,12.74,78.62,2.99,0,3.61,2.05
6097153404,4382,4.66,65.7,29.64,7.35,86.72,0.27,0.11,0.87,4.68
6097153501,4816,7.79,65.57,26.64,10.3,85.88,1.18,0.06,1.54,1.04
6097153502,4266,7.92,61.63,30.45,12.07,82.3,0,0,1.88,3.75
6097153600,6265,8.91,67.13,23.96,17.02,77.67,0.11,0.34,0.52,4.36
6097153703,3506,6.5,69.57,23.93,6.99,84.85,1.57,0.37,2.09,4.14
6097153704,4071,6.48,67.72,25.79,11.52,83.69,0.1,0,1.5,3.19
6097153705,3936,4.8,70.5,24.7,12.4,79.78,0.23,0.2,3.05,4.34
6097153706,4440,6.67,67.91,25.43,8.31,83.09,0,1.73,0.92,5.95
6097153801,10263,13.62,75.66,10.72,37.78,54.69,1.07,1,3.54,1.92
6097153804,3534,14.77,71.11,14.12,34.78,55.32,0,0.42,1.13,8.35
6097153806,3244,11.78,67.32,20.9,29.38,66.03,0,1.48,0.77,2.34
6097153807,3459,6.71,71.87,21.42,15.09,71.44,1.91,4.42,3.32,3.82
6097153808,4393,9.99,71.93,18.07,43.82,48.42,0.64,1.3,2.57,3.26
6097153809,4388,8.87,72.86,18.28,29.85,58.82,0,0,4.69,6.63
6097153901,4966,6.75,66.85,26.4,17.4,71.81,0.34,0,2.64,7.81
6097153902,4617,12.67,70.59,16.74,43.19,55.06,0,0,1.06,0.69
6097153903,3876,5.42,69.81,24.77,25.75,71.03,0,0.77,0.72,1.73
6097154000,2606,6.83,57.98,35.19,25.13,70.11,0,1.19,1.8,1.77
6097154100,3644,9.06,67.97,22.97,27.22,66.58,0,0,1.81,4.39
6097154201,3959,17.13,69.59,13.29,48.37,47.18,0.08,2.12,2.04,0.2
6097154202,6050,11.16,65.06,23.79,18.55,71.47,1.09,0.79,5.32,2.78
6097154302,3848,5.48,55.02,39.5,4,82.54,1.64,1.3,1.3,9.23
6097154303,1528,3.99,42.02,53.99,14.27,82.2,0,0,2.94,0.59
6097154304,2455,7.54,64.64,27.82,9.53,78.7,0,4.52,3.22,4.03
6099000101,5330,8.14,68.57,23.28,18.33,75.08,0.17,0.09,1.37,4.95
6099000102,4136,9.09,72,18.91,27.66,67.26,0,0.24,3.97,0.87
6099000201,5821,11.46,78.2,10.34,15.94,78.53,0,0.26,1.27,4
6099000202,7963,22.42,64.99,12.6,34.52,57.33,0.2,0.31,4.67,2.96
6099000203,10201,13.13,73.82,13.06,42.6,54.19,0.51,0.91,0.61,1.18
6099000301,2065,15.11,69.98,14.92,62.71,33.85,0,0,0,3.44
6099000302,2578,14.35,70.71,14.93,54,37.55,2.21,3.53,1.71,1.01
6099000303,6138,12.84,76.82,10.35,63.67,27.29,0.98,0.78,4.68,2.61
6099000304,5329,16.91,71.89,11.2,70.03,26.05,1.22,0,1.11,1.6
6099000402,11695,15.52,74.13,10.35,39.34,47.58,1.88,0,9.5,1.7
6099000403,4029,6.25,69.92,23.83,29.41,61.03,3,0,4.59,1.96
6099000404,6104,14.97,68.91,16.12,30.11,55.23,0,0,9.11,5.55
6099000501,8309,13.89,75.45,10.66,45.01,43.48,0,0,8.58,2.92
6099000503,4800,8.83,82.38,8.79,37.4,44.46,7.88,0,6.46,3.81
6099000504,8852,11.83,70.47,17.7,28.08,46.87,3.49,0.18,16.23,5.15
6099000505,5680,19.89,69.37,10.74,31.09,46.14,3.19,2.5,11.68,5.4
6099000506,4092,12.93,67.6,19.48,32.97,56.43,2.22,0.17,6.33,1.88
6099000510,8439,12.74,77.73,9.53,48.71,45.92,0,0,4.08,1.29
6099000601,4405,12.69,75.01,12.3,43.93,46.83,0.86,0,5.29,3.09
6099000602,3111,12.57,77.88,9.55,47.64,37.03,5.14,0,7.39,2.8
6099000801,6430,12.58,64.15,23.27,27.67,60.09,4.48,0.26,6.47,1.03
6099000803,5060,19.21,66.3,14.49,54.92,21.4,7.89,1.25,11.12,3.42
6099000805,6582,16.26,71.7,12.05,44.76,34.72,4.3,3.77,10.58,1.88
6099000806,4519,11.82,73.07,15.11,40.58,42.51,7.48,0.51,5.4,3.52
6099000807,3700,10.51,68.08,21.41,38.05,43.89,4.92,0.73,10.03,2.38
6099000905,5876,10.13,72.07,17.8,31.93,51.48,3.91,0.19,7.66,4.83
6099000906,5933,14.7,67.74,17.56,20.41,67.67,0.83,1.37,6.73,3
6099000907,3557,16.31,60.22,23.47,29.46,61.99,0.98,0,1.55,6.02
6099000908,5468,12.87,71.93,15.2,39.05,48.04,2.83,0.69,4.93,4.44
6099000909,5437,14.22,69.49,16.3,32.7,52.35,1.6,0,11.16,2.19
6099000910,7549,14.19,73.6,12.21,45.04,39.9,9.1,0.66,1.62,3.68
6099000911,4870,14.99,70.49,14.52,27.91,54.54,7.33,0,8.77,1.46
6099000912,17392,10.15,77.25,12.6,26.24,46.34,4.55,0.57,19.2,3.09
6099001001,6014,9.2,70.97,19.84,31.34,51.65,9.69,0,2.74,4.57
6099001002,3284,13.15,73.75,13.09,36.97,53.2,2.89,0.61,4.14,2.19
6099001100,4153,11.49,70.65,17.87,35.06,50.76,4.5,0,6.89,2.79
6099001200,3889,13.47,73.9,12.63,21.29,67.14,2.6,0,4.75,4.22
6099001300,5896,15.64,66.88,17.49,29.94,61.91,1.83,0,3.71,2.61
6099001400,6441,12.75,71.99,15.26,21.43,56.39,4.1,1.2,9.7,7.19
6099001500,7217,13.33,66.02,20.65,54.19,28.81,3.31,0.47,10.27,2.95
6099001601,4857,21.95,69.65,8.4,71.05,12.95,2.9,0,12.33,0.76
6099001603,6451,19.84,71.74,8.42,69.17,22.31,2.06,0.19,4.54,1.74
6099001604,3809,21.19,70.83,7.98,78.08,8.66,0.74,1.16,7.8,3.57
6099001700,2738,19.65,75.09,5.26,75.38,15.67,2.48,0.22,6.06,0.18
6099001800,2349,15.58,69.43,14.99,34.31,50.23,7.54,0.68,1.57,5.66
6099001900,4833,9.89,73.72,16.39,28.91,59.03,1.9,0.64,7.43,2.09
6099002002,4342,12.87,74.16,12.97,62.71,29.99,0.9,0.97,3.2,2.23
6099002004,6694,19.2,69.52,11.28,48.91,41.04,2.88,0,3.05,4.12
6099002005,4040,19.13,70.62,10.25,44.48,40.15,9.6,0.22,4.06,1.49
6099002006,4681,12.5,79.15,8.35,40.21,43.69,4.83,0,9.55,1.73
6099002100,3112,18.64,75.32,6.04,72.85,18.89,5.75,2.09,0.22,0.19
6099002200,6206,18.29,73.04,8.67,70.43,16.85,5.11,0,4.72,2.88
6099002301,8850,20.86,73.39,5.75,80.8,13.14,1.42,0,4.05,0.59
6099002302,3759,16.28,74.94,8.78,85.02,11.09,0.08,0,1.86,1.94
6099002401,3848,19.75,75.75,4.5,78.72,12.53,5.77,0,2.05,0.94
6099002402,5567,18.59,76.61,4.8,89.92,9.63,0,0,0,0.45
6099002501,6944,14.3,78.21,7.49,74.16,14.54,0.92,0.65,6.66,3.05
6099002503,4848,16.54,75.54,7.92,71.7,24.17,2.6,0,0.85,0.68
6099002504,4588,16.5,73.13,10.37,64.89,21.77,7.24,1.26,1.94,2.9
6099002602,5703,22.48,69.74,7.79,54.25,35.88,3.96,0.82,1.68,3.4
6099002603,3291,14.83,70.13,15.04,47.46,41.48,6.17,1.79,2.47,0.64
6099002604,4801,17.56,74.3,8.14,69.42,20.64,1.58,0,6.37,1.98
6099002605,3837,15.27,71.7,13.03,56.14,36.46,0,2.24,1.74,3.41
6099002701,3935,12.43,76.16,11.41,56.59,32.71,2.13,0,2.36,6.2
6099002702,6838,18.32,73.38,8.29,68.05,20.33,4.43,0.41,6.42,0.37
6099002801,5823,19.42,71.05,9.53,35.79,56.52,1.03,0.31,3.85,2.51
6099002802,6669,13.02,73.17,13.81,52.65,44.86,0.22,0,1.11,1.15
6099002803,2864,11.87,64.32,23.81,30.76,59.64,2.58,0,5.73,1.29
6099002901,4615,11.48,71.07,17.44,25.63,71.9,0.02,0,0.98,1.47
6099002902,8359,18.34,67.39,14.27,30.42,59.28,0.42,1.09,7.42,1.38
6099003001,10029,13.97,75,11.03,54.07,18.39,5.47,0.65,18.39,3.03
6099003002,7837,17.52,73.98,8.5,73.28,22.93,0.29,0,1.08,2.41
6099003100,4161,16.25,70.18,13.58,50.97,43.6,0,1.83,3.6,0
6099003201,4806,14.36,74.78,10.86,76.07,17.08,4.52,0,0.67,1.66
6099003202,17848,18.2,72.21,9.59,59.3,22.09,6.34,0,10.49,1.78
6099003300,6076,11.08,78.54,10.39,67.35,29.08,2.45,0,0.89,0.23
6099003400,1661,15.65,73.69,10.66,71.52,27.57,0,0,0.9,0
6099003500,12021,17.05,70.28,12.68,68.36,27.92,1.79,0,1.27,0.67
6099003603,3382,16.26,63.78,19.96,36.13,57.95,0,0,2.87,3.05
6099003604,9218,10.51,75.93,13.56,29.57,64.57,0,0,3.95,1.91
6099003605,8068,15.41,71.26,13.34,23.74,62.98,2.65,0,8.52,2.12
6099003606,12851,15.28,77.31,7.42,25.05,47.06,5.75,1.98,14.78,5.38
6099003700,4669,16.77,73.08,10.15,55.32,38.59,1.16,0,4.43,0.49
6099003802,5339,10.19,78.97,10.84,73.57,22.14,2.32,0.24,1.72,0
6099003803,3135,16.62,76.68,6.7,70.3,22.23,1.47,0.29,5.42,0.29
6099003804,7417,17.23,69.1,13.67,49.67,39.17,1.78,0.46,5.99,2.93
6099003805,3098,12.23,80.25,7.52,43.74,45.71,0.81,0,5.94,3.81
6099003904,4652,11.93,72.42,15.65,47.57,47.55,0,2.13,1.05,1.7
6099003905,4319,14.86,67.42,17.71,24.4,71.64,0.42,0,1.07,2.48
6099003906,5404,12.69,74.69,12.62,45.11,47.37,3.48,0.61,1.98,1.44
6099003907,7308,10.47,62.53,27,20.13,71.32,0.26,0,4.27,4.02
6099003908,2428,16.35,72.65,11,46.75,35.87,7.7,0,4.61,5.07
6099003909,5992,7.91,76.23,15.85,33.44,61.52,1.5,0,1.37,2.17
6099004000,3880,11.49,72.73,15.77,28.12,64.87,1.16,0,1.13,4.72
6101050101,6878,17.96,65.6,16.44,42.48,35.52,0.95,1.35,14.12,5.58
6101050102,5061,13.85,68.86,17.29,42.56,49.18,0.83,0.45,2.84,4.13
6101050201,3393,16.06,75.1,8.84,40.97,40.82,2.39,0.21,9.13,6.48
6101050202,3608,18.26,72.31,9.42,49.72,42.1,1.97,0.5,2.16,3.55
6101050301,2421,15.24,66.25,18.5,33.33,57.46,0.5,0.29,4.83,3.59
6101050302,5824,13.68,76.39,9.92,61.4,25.81,3.26,0.77,7.7,1.06
6101050401,4665,15.43,70.63,13.93,26.13,48.7,3.99,0.49,16.06,4.63
6101050402,3635,12.35,71.97,15.68,23.6,49.88,0.61,0.61,20.94,4.37
6101050403,3705,14.87,80.16,4.97,22.83,55.38,5.05,0,8.61,8.12
6101050501,6596,13.69,71.15,15.16,25.05,31.49,1.38,0.92,36.22,4.94
6101050503,7019,11.75,74.84,13.41,17,33.84,1.47,0.98,41.73,4.99
6101050504,7242,14.24,70.95,14.82,15.8,42.79,1.24,0.11,30.74,9.32
6101050601,6281,13.72,68.54,17.74,21.32,54.05,0.06,0.88,21.89,1.8
6101050603,4622,10.41,60.26,29.34,8.94,65.14,2.62,0.48,18.04,4.78
6101050604,4354,12.26,68.58,19.15,20.85,55.42,3.26,0.64,12.31,7.51
6101050701,4846,16.38,70.1,13.52,48.76,43.97,0,0.1,4.19,2.97
6101050702,6032,16.45,69.11,14.44,45.44,40.27,3.02,0.85,7.69,2.74
6101050800,3342,9.99,75.73,14.27,14.03,75.4,0,1.86,3.8,4.91
6101050900,1499,12.74,72.72,14.54,42.43,54.24,0.87,0.73,0.2,1.53
6101051000,2598,17.55,67.94,14.51,35.57,53.23,2.35,0.15,7.54,1.15
6101051100,2488,10.69,72.19,17.12,16.08,76.33,0.84,0.44,4.46,1.85
6103000100,4948,7.8,70.51,21.69,17.04,75.83,0.16,1.15,0.91,4.91
6103000200,7692,12.73,67.51,19.76,16.81,76.39,0.62,3.22,1.78,1.17
6103000300,4433,9.5,67.72,22.78,22.08,71.71,0.68,0.63,0.97,3.93
6103000400,6220,4.65,68.41,26.95,11.17,77.7,1.19,1.46,3.47,5
6103000500,5130,9.92,73.98,16.1,10.19,78.46,2.16,0.68,4.05,4.44
6103000600,5645,14.58,65.78,19.65,23.49,70.89,1.91,0.5,0.8,2.41
6103000700,7724,17.79,66.08,16.13,18.41,75.49,0.25,0.85,1.95,3.04
6103000800,4315,9.52,72.89,17.59,38.05,53.58,0,4.52,0,3.85
6103000900,3375,14.99,61.16,23.85,26.58,70.28,0,0.71,0.95,1.48
6103001000,6608,14.27,65.18,20.55,39.65,58.52,0,0.08,0.89,0.86
6103001100,7822,15.18,73,11.83,47.53,46.41,0.95,1.44,0.58,3.08
6105000101,2522,7.61,64.27,28.11,3.01,78.31,2.54,7.89,3.37,4.88
6105000102,4091,11.78,66.24,21.98,4.69,89.49,0.66,4.72,0.07,0.37
6105000200,2011,6.32,63.4,30.28,5.62,81.85,0,9.6,1.84,1.09
6105000300,3182,10.4,58.96,30.64,15.84,74.48,1.1,2.8,3.55,2.23
6105000400,894,11.97,63.65,24.38,4.7,86.69,0.11,2.68,0,5.82
6107000100,4845,8.36,66.27,25.37,21.84,71.46,1.57,0.56,3.24,1.34
6107000201,9384,18.01,73.14,8.86,86.07,2.88,0,2.64,7.03,1.37
6107000202,2369,20.09,68.13,11.78,84.25,11.57,0,0.17,4.01,0
6107000301,7486,17.13,71.96,10.91,60.46,36.28,0.52,0.43,0.43,1.88
6107000302,3205,19.22,72.64,8.14,84.18,14.04,0.34,0,0.56,0.87
6107000401,6242,17.88,73.87,8.25,81.32,11.69,0,0.38,5.91,0.69
6107000402,7415,16.6,73.1,10.3,80.38,18.56,0.42,0.15,0.5,0
6107000501,7097,22.53,69.13,8.34,93.36,3.86,0.41,0.1,0.75,1.52
6107000502,4107,17.58,74.46,7.96,88.04,9.33,0.46,0,0.87,1.29
6107000600,6998,19.15,71.49,9.36,89.73,6.34,0.67,0,1.69,1.57
6107000701,2425,17.94,63.88,18.19,69.44,29.61,0.04,0.21,0.7,0
6107000702,6028,20.54,69.67,9.79,91.26,4.03,0,0,3.59,1.13
6107000800,7837,19.65,68.76,11.59,70.79,26.34,0,0.19,0,2.68
