"function HelpWindow(page) { window.open(page,"","HEIGHT=225,WIDTH=300") }""unction HelpWindow(page) { ",,,,,,,,
Jurisdiction,Facility,Year,Month,Unsentenced males,Unsentenced females,Sentenced males,Sentenced females,Total facility ADP
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,2017,1,330,69,75,30,504
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,2017,1,286,0,80,0,366
Sutter Sheriff's Dept.,Sutter County Jail ,2017,1,131,23,52,10,216
Tehama Sheriff's Dept.,Tehama County Jail ,2017,1,104,11,69,12,196
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,2017,1,32,2,9,2,45
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,2017,1,379,79,142,60,660
Tulare Sheriff's Dept.,Men's Correctional Facility,2017,1,107,0,152,0,259
Tulare Sheriff's Dept.,Pre-Trial Facility,2017,1,207,31,77,40,355
Tulare Sheriff's Dept.,Tulare County Jail ,2017,1,100,0,166,0,266
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,2017,1,83,32,23,5,143
Ventura Sheriff's Dept.,Todd Road Jail,2017,1,325,122,254,97,798
Ventura Sheriff's Dept.,Ventura County Main Jail ,2017,1,531,12,254,4,801
Yolo Sheriff's Dept.,Leinberger Center ,2017,1,38,6,48,6,98
Yolo Sheriff's Dept.,Monroe Detention Center ,2017,1,196,33,50,8,287
Yuba Sheriff's Dept.,Yuba County Jail ,2017,1,295,29,35,7,366
Alameda Sheriff's Dept.,Glen Dyer Jail,2017,2,369,0,30,0,399
Alameda Sheriff's Dept.,Santa Rita Jail,2017,2,1615,212,329,42,2198
Amador Sheriff's Dept.,Amador County Jail,2017,2,38.36,9.82,36.28,6.79,91
Butte Sheriff's Dept.,Butte County Jail,2017,2,298,49,190,31,568
Calaveras Sheriff's Dept.,Calaveras Co. Adult Detention Facility,2017,2,45,9,37,9,100
Colusa Sheriff's Dept.,Colusa County Jail,2017,2,42,8,25,5,80
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2017,2,0,0,68,0,68
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2017,2,571,8,106,3,688
Contra Costa Sheriff's Dept.,West County Detention Facility ,2017,2,471,143,112,38,764
Del Norte Sheriff's Dept.,Del Norte County Jail,2017,2,48,12,35,8,103
El Dorado Sheriff's Dept.,El Dorado County Jail,2017,2,109,27,83,24,243
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2017,2,42,6,54,16,118
Fresno Sheriff's Dept.,Fresno County Main Jail,2017,2,703,12,227,2,944
Fresno Sheriff's Dept.,Fresno North Annex Jail,2017,2,970,0,467,0,1437
Fresno Sheriff's Dept.,Fresno South Annex Jail,2017,2,110,185,31,116,442
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2017,2,58,15,20,2,95
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2017,2,247,39,93,16,395
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2017,2,74,10,5,5,94
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2017,2,148,20,183,10,361
Inyo Sheriff's Dept.,Inyo County Jail,2017,2,22,2,28,6,58
Kern Sheriff's Dept.,Central Receiving Facility,2017,2,94,24,17,2,137
Kern Sheriff's Dept.,Lerdo Maximum/Medium,2017,2,243,0,141,0,384
Kern Sheriff's Dept.,Lerdo Minimum,2017,2,251,35,320,56,662
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2017,2,685,108,146,41,980
Kings Sheriff's Dept.,Kings County Branch Jail ,2017,2,72,6,32,15,125
Kings Sheriff's Dept.,Kings County Jail Facility,2017,2,251,35,29,7,322
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2017,2,163,28,80,20,291
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2017,2,45.5,7.5,26.7,8.4,88
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2017,2,0,1234,0,806,2040
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2017,2,2737,0,1509,0,4246
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2017,2,2589,0,1445,0,4034
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2017,2,1,0,59,0,60
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2017,2,844,0,557,0,1401
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),2017,2,422,0,872,0,1294
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2017,2,2292,67,809,47,3215
Madera Corrections Dept.,Madera Adult Correctional Fac,2017,2,296,40,106,11,453
Marin Sheriff's Dept.,Marin County Jail,2017,2,208,34,76,18,336
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2017,2,12,7,13,3,35
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2017,2,149,31,110,17,307
Merced Sheriff's Dept.,John Latorraca Correctional Center,2017,2,391,44,25,6,466
Merced Sheriff's Dept.,Merced County Jail ,2017,2,191,4,2,0,197
Modoc Sheriff's Dept.,Modoc County Jail,2017,2,13,3,7,2,25
Mono Sheriff's Dept.,Mono County Jail ,2017,2,14,0,11,2,27
Monterey Sheriff's Dept.,Monterey County Jail ,2017,2,548,69,251,48,916
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2017,2,0,0,0,0,0
Napa Corrections Dept.,Napa County Jail ,2017,2,152,19,12,3,186
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2017,2,128,23,39,13,203
Orange Sheriff's Dept.,Intake Release Center ,2017,2,296,164,97,145,702
Orange Sheriff's Dept.,James A Musick Facilities,2017,2,103,22,373,113,611
Orange Sheriff's Dept.,Orange County Mens Jail ,2017,2,809,0,369,0,1178
Orange Sheriff's Dept.,Orange County Women's Jail,2017,2,0,144,0,155,299
Orange Sheriff's Dept.,Theo Lacy,2017,2,1624,0,1598,0,3222
Placer Sheriff's Dept.,Placer County Main Jail ,2017,2,251,34,46,8,339
Placer Sheriff's Dept.,So. Placer Minimum Security,2017,2,8,0,107,0,115
Placer Sheriff's Dept.,South Placer Jail,2017,2,188,4,31,39,262
Plumas Sheriff's Dept.,Plumas County Jail ,2017,2,34.14,8.32,3.86,2.36,49
Riverside Sheriff's Dept.,Blythe Jail ,2017,2,68,0,43,0,111
Riverside Sheriff's Dept.,Indio Jail ,2017,2,212,48,67,43,370
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2017,2,893,114,422,64,1493
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2017,2,370,105,175,33,683
Riverside Sheriff's Dept.,Southwest Detention Center,2017,2,759,4,344,0,1107
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2017,2,564,17,877,152,1610
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2017,2,1352,174,412,57,1995
San Benito Sheriff's Dept.,San Benito Adult Detention ,2017,2,87,12,26,4,129
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2017,2,516,176,50,80,822
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2017,2,207,160,410,123,900
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2017,2,960,0,233,0,1193
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2017,2,1930,282,377,42,2631
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2017,2,188,0,517,0,705
San Diego Sheriff's Dept.,George Bailey Detention Facility,2017,2,821,0,835,0,1656
San Diego Sheriff's Dept.,Las Colinas Women's Detention,2017,2,0,389,0,407,796
San Diego Sheriff's Dept.,San Diego Central Detention ,2017,2,719,0,312,0,1031
San Diego Sheriff's Dept.,San Diego Facility #8,2017,2,131,0,57,0,188
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2017,2,279,0,170,0,449
San Diego Sheriff's Dept.,Vista Facility ,2017,2,498,53,246,22,819
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2017,2,0.89,1,243.43,77.07,322
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2017,2,113,90,20,16,239
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2017,2,0,0,0,0,0
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2017,2,286,0,50,0,336
San Francisco Sheriff's Dept.,San Francisco County Jail #5,2017,2,579,0,102,0,681
San Francisco Sheriff's Dept.,San Francisco County Jail #6,2017,2,0,0,0,0,0
San Joaquin Sheriff's Dept.,John J. Zunino Facility,2017,2,740,102,157,18,1017
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,2017,2,48,9,212,27,296
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,2017,2,262,48,181,30,521
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,2017,2,0,0,51,0,51
San Mateo Sheriff's Dept.,Maguire Correctional Facility,2017,2,502,5,137,0,644
San Mateo Sheriff's Dept.,Maple Street Correctional Facility,2017,2,107,70,141,40,358
San Mateo Sheriff's Dept.,SM Transitional Facility,2017,2,0,0,21,10,31
Santa Ana Police Dept.,Santa Ana Police Facility,2017,2,0,0,0,0,0
Santa Barbara Sheriff's Dept.,Medium Security Facility,2017,2,110,27,88,13,238
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,2017,2,522,81,140,20,763
Santa Barbara Sheriff's Dept.,Santa Maria Branch Jail,2017,2,0,0,0,0,0
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,2017,2,1283,0,670,0,1953
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,2017,2,0,280,0,153,433
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,2017,2,1020,0,149,0,1169
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,2017,2,0,0,0,0,0
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,2017,2,232,22,57,17,328
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,2017,2,33,0,26,0,59
Shasta Sheriff's Dept.,Shasta County Main Jail ,2017,2,216,40,71,11,338
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,2017,2,69,13,11,0,93
Solano Sheriff's Dept.,Claybank Facility ,2017,2,137,14,62,16,229
Solano Sheriff's Dept.,Solano County Justice Center ,2017,2,392,80,72,13,557
Solano Sheriff's Dept.,Stanton Correctional Facility,2017,2,201,0,81,0,282
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,2017,2,363,103,225,68,759
Sonoma Sheriff's Dept.,Sonoma-North County Facility,2017,2,99,0,141,0,240
Stanislaus Sheriff's Dept.,Public Safety Cntr Units 1 & 2,2017,2,169,15,146,16,346
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,2017,2,332,70,81,31,514
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,2017,2,305,0,63,0,368
Sutter Sheriff's Dept.,Sutter County Jail ,2017,2,128,24,41,13,206
Tehama Sheriff's Dept.,Tehama County Jail ,2017,2,98,15,71,15,199
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,2017,2,39,4,7,1,51
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,2017,2,374,72,146,70,662
Tulare Sheriff's Dept.,Men's Correctional Facility,2017,2,118,0,156,0,274
Tulare Sheriff's Dept.,Pre-Trial Facility,2017,2,193,36,79,42,350
Tulare Sheriff's Dept.,Tulare County Jail ,2017,2,103,0,165,0,268
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,2017,2,89,31,18,7,145
Ventura Sheriff's Dept.,Todd Road Jail,2017,2,306,126,272,86,790
Ventura Sheriff's Dept.,Ventura County Main Jail ,2017,2,540,11,246,5,802
Yolo Sheriff's Dept.,Leinberger Center ,2017,2,41,5,51,3,100
Yolo Sheriff's Dept.,Monroe Detention Center ,2017,2,194,34,50,8,286
Yuba Sheriff's Dept.,Yuba County Jail ,2017,2,205,24,32,4,265
Alameda Sheriff's Dept.,Glen Dyer Jail,2017,3,401,0,36,0,437
Alameda Sheriff's Dept.,Santa Rita Jail,2017,3,1499,215,371,46,2131
Amador Sheriff's Dept.,Amador County Jail,2017,3,36,8.9,31.45,6.58,83
Butte Sheriff's Dept.,Butte County Jail,2017,3,319,54,188,25,586
Calaveras Sheriff's Dept.,Calaveras Co. Adult Detention Facility,2017,3,39,9,35,8,91
Colusa Sheriff's Dept.,Colusa County Jail,2017,3,41,7,27,5,80
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2017,3,0,0,65,0,65
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2017,3,585,7,90,1,683
Contra Costa Sheriff's Dept.,West County Detention Facility ,2017,3,408,181,142,44,775
Del Norte Sheriff's Dept.,Del Norte County Jail,2017,3,56,14,32,7,109
El Dorado Sheriff's Dept.,El Dorado County Jail,2017,3,111,28,97,20,256
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2017,3,42,4,57,14,117
Fresno Sheriff's Dept.,Fresno County Main Jail,2017,3,692,14,225,4,935
Fresno Sheriff's Dept.,Fresno North Annex Jail,2017,3,975,0,463,0,1438
Fresno Sheriff's Dept.,Fresno South Annex Jail,2017,3,115,185,26,119,445
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2017,3,51,15,23,6,95
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2017,3,238,38,98,21,395
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2017,3,76,10,5,5,96
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2017,3,152,20,187,10,369
Inyo Sheriff's Dept.,Inyo County Jail,2017,3,23,6,27,7,63
Kern Sheriff's Dept.,Central Receiving Facility,2017,3,82,24,15,3,124
Kern Sheriff's Dept.,Lerdo Maximum/Medium,2017,3,304,0,84,0,388
Kern Sheriff's Dept.,Lerdo Minimum,2017,3,232,34,366,58,690
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2017,3,686,117,141,30,974
Kings Sheriff's Dept.,Kings County Branch Jail ,2017,3,78,6,21,20,125
Kings Sheriff's Dept.,Kings County Jail Facility,2017,3,264,37,45,9,355
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2017,3,158,25,91,19,293
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2017,3,43.9,4.7,28.4,7.5,84
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2017,3,0,1223,0,799,2022
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2017,3,2673,0,1608,0,4281
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2017,3,2416,0,1653,0,4069
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2017,3,0,0,65,0,65
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2017,3,831,0,601,0,1432
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),2017,3,387,0,894,0,1281
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2017,3,2255,18,935,126,3334
Madera Corrections Dept.,Madera Adult Correctional Fac,2017,3,306,38,105,14,463
Marin Sheriff's Dept.,Marin County Jail,2017,3,193,35,79,16,323
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2017,3,17,7,19,5,48
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2017,3,147,29,111,16,303
Merced Sheriff's Dept.,John Latorraca Correctional Center,2017,3,379,50,29,3,461
Merced Sheriff's Dept.,Merced County Jail ,2017,3,200,0,2,0,202
Modoc Sheriff's Dept.,Modoc County Jail,2017,3,15,3,9,2,29
Mono Sheriff's Dept.,Mono County Jail ,2017,3,18,1,12,1,32
Monterey Sheriff's Dept.,Monterey County Jail ,2017,3,531,67,261,43,902
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2017,3,0,0,0,0,0
Napa Corrections Dept.,Napa County Jail ,2017,3,119,22,34,4,179
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2017,3,123,26,38,10,197
Orange Sheriff's Dept.,Intake Release Center ,2017,3,291,174,118,136,719
Orange Sheriff's Dept.,James A Musick Facilities,2017,3,102,24,374,114,614
Orange Sheriff's Dept.,Orange County Mens Jail ,2017,3,773,0,405,0,1178
Orange Sheriff's Dept.,Orange County Women's Jail,2017,3,0,151,0,142,293
Orange Sheriff's Dept.,Theo Lacy,2017,3,1597,0,1652,0,3249
Placer Sheriff's Dept.,Placer County Main Jail ,2017,3,262,35,48,8,353
Placer Sheriff's Dept.,So. Placer Minimum Security,2017,3,8,0,110,0,118
Placer Sheriff's Dept.,South Placer Jail,2017,3,189,5,31,46,271
Plumas Sheriff's Dept.,Plumas County Jail ,2017,3,33.03,10.42,6.23,1.71,51
Riverside Sheriff's Dept.,Blythe Jail ,2017,3,66,0,44,0,110
Riverside Sheriff's Dept.,Indio Jail ,2017,3,208,49,73,34,364
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2017,3,844,126,438,73,1481
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2017,3,399,97,182,33,711
Riverside Sheriff's Dept.,Southwest Detention Center,2017,3,757,5,346,0,1108
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2017,3,456,19,879,150,1504
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2017,3,1317,141,398,61,1917
San Benito Sheriff's Dept.,San Benito Adult Detention ,2017,3,76,15,29,5,125
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2017,3,487,180,56,82,805
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2017,3,269,137,403,117,926
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2017,3,903,0,300,0,1203
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2017,3,1831,282,394,65,2572
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2017,3,185,0,546,0,731
San Diego Sheriff's Dept.,George Bailey Detention Facility,2017,3,835,0,814,0,1649
San Diego Sheriff's Dept.,Las Colinas Women's Detention,2017,3,0,377,0,405,782
San Diego Sheriff's Dept.,San Diego Central Detention ,2017,3,686,0,324,0,1010
San Diego Sheriff's Dept.,San Diego Facility #8,2017,3,155,0,62,0,217
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2017,3,249,0,183,0,432
San Diego Sheriff's Dept.,Vista Facility ,2017,3,467,49,269,20,805
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2017,3,3.07,0.48,260.32,81.93,346
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2017,3,110,87,20,15,232
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2017,3,0,0,0,0,0
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2017,3,271,0,48,0,319
