"function HelpWindow(page) { window.open(page,"","HEIGHT=225,WIDTH=300") }""unction HelpWindow(page) { ",,,,,,,,
Jurisdiction,Facility,Year,Month,Unsentenced males,Unsentenced females,Sentenced males,Sentenced females,Total facility ADP
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2012,1,201,0,142,0,343
Napa Corrections Dept.,Napa County Jail ,2012,1,159,15,77,11,262
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2012,1,88,15,72,11,186
Orange Sheriff's Dept.,Intake Release Center ,2012,1,124,282,45,281,732
Orange Sheriff's Dept.,James A Musick Facilities,2012,1,267,34,713,128,1142
Orange Sheriff's Dept.,Orange County Mens Jail ,2012,1,732,0,441,0,1173
Orange Sheriff's Dept.,Theo Lacy,2012,1,1571,0,1301,0,2872
Placer Sheriff's Dept.,Placer County Main Jail ,2012,1,310,41,57,10,418
Placer Sheriff's Dept.,Placer County Minimum Security ,2012,1,6,3,104,22,135
Plumas Sheriff's Dept.,Plumas County Jail ,2012,1,12,6,13,4,35
Riverside Sheriff's Dept.,Blythe Jail ,2012,1,41,0,29,0,70
Riverside Sheriff's Dept.,Indio Jail ,2012,1,247,36,56,9,348
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2012,1,724,117,503,163,1507
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2012,1,537,112,131,44,824
Riverside Sheriff's Dept.,Southwest Detention Center,2012,1,769,3,335,1,1108
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2012,1,348,0,1588,0,1936
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,2012,1,0,7,0,224,231
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2012,1,1745,134,186,82,2147
San Benito Sheriff's Dept.,San Benito Adult Detention ,2012,1,71,14,41,6,132
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2012,1,867,0,133,0,1000
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2012,1,247,172,529,134,1082
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2012,1,293,0,46,0,339
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2012,1,2211,327,364,37,2939
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2012,1,86,0,326,0,412
San Diego Sheriff's Dept.,George Bailey Detention Facility,2012,1,960,0,693,0,1653
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2012,1,0,353,0,318,671
San Diego Sheriff's Dept.,San Diego Central Detention ,2012,1,563,0,210,0,773
San Diego Sheriff's Dept.,San Diego Facility #8,2012,1,101,0,111,0,212
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2012,1,265,0,153,0,418
San Diego Sheriff's Dept.,Vista Facility ,2012,1,494,45,201,15,755
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2012,1,0,1,146,43,190
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2012,1,102,118,9,36,265
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2012,1,233,0,32,0,265
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2012,1,286,0,38,0,324
San Francisco Sheriff's Dept.,San Francisco County Jail #5,2012,1,567,0,122,0,689
San Francisco Sheriff's Dept.,San Francisco County Jail #6,2012,1,0,0,0,0,0
San Joaquin Sheriff's Dept.,John J. Zunino Facility,2012,1,729,74,148,24,975
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,2012,1,11,0,190,36,237
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,2012,1,278,53,175,47,553
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,2012,1,0,0,65,0,65
San Mateo Sheriff's Dept.,Maguire Correctional Facility,2012,1,547,4,260,2,813
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,2012,1,0,0,21,0,21
San Mateo Sheriff's Dept.,Womens Correctional Center ,2012,1,0,60,0,38,98
San Mateo Sheriff's Dept.,Womens Transitional Fac,2012,1,0,0,0,11,11
Santa Ana Police Dept.,Santa Ana Police Facility,2012,1,370,77,4,0,451
Santa Barbara Sheriff's Dept.,Medium Security Facility,2012,1,104,28,82,10,224
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,2012,1,465,62,162,24,713
Santa Barbara Sheriff's Dept.,Santa Maria Branch Jail,2012,1,0,0,0,0,0
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,2012,1,1088,0,651,0,1739
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,2012,1,0,288,0,143,431
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,2012,1,1104,0,200,0,1304
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,2012,1,0,0,0,10,10
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,2012,1,183,14,74,10,281
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,2012,1,36,0,56,0,92
Santa Cruz Sheriff's Dept.,Santa Cruz Rountree Lane Minimum ,2012,1,0,0,0,0,0
Shasta Sheriff's Dept.,Shasta County Main Jail ,2012,1,154,20,49,10,233
Sierra Sheriff's Dept.,Sierra County Jail ,2012,1,1,0,2,1,4
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,2012,1,61,6,19,2,88
Solano Sheriff's Dept.,Claybank Facility ,2012,1,97,0,52,0,149
Solano Sheriff's Dept.,Solano County Justice Center ,2012,1,416,69,156,29,670
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,2012,1,366,59,215,55,695
Sonoma Sheriff's Dept.,Sonoma-North County Facility,2012,1,71,0,225,0,296
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,2012,1,423,83,132,49,687
Stanislaus Sheriff's Dept.,Stanislaus County Honor Farm ,2012,1,60,0,25,0,85
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,2012,1,310,0,61,0,371
Sutter Sheriff's Dept.,Sutter County Jail ,2012,1,128,17,26,7,178
Tehama Sheriff's Dept.,Tehama County Jail ,2012,1,108,18,53,6,185
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,2012,1,13,1,35,7,56
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,2012,1,282,76,244,87,689
Tulare Sheriff's Dept.,Men's Correctional Facility,2012,1,89,0,202,0,291
Tulare Sheriff's Dept.,Pre-Trial Facility,2012,1,125,16,115,32,288
Tulare Sheriff's Dept.,Tulare County Jail ,2012,1,199,0,54,0,253
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,2012,1,48,13,42,16,119
Ventura Sheriff's Dept.,Todd Road Jail,2012,1,315,101,167,71,654
Ventura Sheriff's Dept.,Ventura County Main Jail ,2012,1,506,7,182,2,697
Ventura Work Furlough,Ventura County Work Furlough ,2012,1,0,0,53,9,62
Yolo Sheriff's Dept.,Leinberger Center ,2012,1,50,0,61,0,111
Yolo Sheriff's Dept.,Monroe Detention Center ,2012,1,186,17,64,33,300
Yuba Sheriff's Dept.,Yuba County Jail ,2012,1,275,57,73,9,414
Alameda Sheriff's Dept.,Glen Dyer Jail,2012,2,375,4,56,0,435
Alameda Sheriff's Dept.,Santa Rita Jail,2012,2,1741,193,810,90,2834
Amador Sheriff's Dept.,Amador County Jail,2012,2,52,10,37,9,108
Butte Sheriff's Dept.,Butte County Jail,2012,2,400,40,125,21,586
Calaveras Sheriff's Dept.,Calaveras County Jail,2012,2,48,10,7,2,67
Colusa Sheriff's Dept.,Colusa County Jail,2012,2,32,10,20,6,68
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2012,2,0,0,53,0,53
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2012,2,512,4,131,0,647
Contra Costa Sheriff's Dept.,West County Detention Facility ,2012,2,489,135,164,25,813
Del Norte Sheriff's Dept.,Del Norte County Jail,2012,2,50,7,38,4,99
El Dorado Sheriff's Dept.,El Dorado County Jail,2012,2,98,18,108,21,245
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2012,2,43,7,56,8,114
Fresno Sheriff's Dept.,Fresno County Main Jail,2012,2,767,12,280,5,1064
Fresno Sheriff's Dept.,Fresno North Annex Jail,2012,2,585,0,252,0,837
Fresno Sheriff's Dept.,Fresno South Annex Jail,2012,2,108,160,44,140,452
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2012,2,63,9,19,3,94
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2012,2,238,52,91,16,397
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2012,2,134,12,1,0,147
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2012,2,149,25,116,14,304
Inyo Sheriff's Dept.,Inyo County Jail,2012,2,25,4,27,6,62
Kern Sheriff's Dept.,Central Receiving Facility,2012,2,105,19,14,2,140
Kern Sheriff's Dept.,Lerdo Maximum/Medium,2012,2,265,0,101,0,366
Kern Sheriff's Dept.,Lerdo Minimum,2012,2,391,21,336,73,821
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2012,2,867,115,166,37,1185
Kings Sheriff's Dept.,Kings County Jail Facility,2012,2,246,29,173,38,486
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2012,2,146,12,107,38,303
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2012,2,38,14,39,9,100
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2012,2,0,1060,0,917,1977
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2012,2,2805,0,1687,0,4492
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2012,2,2264,0,1529,0,3793
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2012,2,1130,0,573,0,1703
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2012,2,2,0,1,0,3
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),2012,2,294,0,843,0,1137
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2012,2,2062,6,1123,39,3230
Madera Corrections Dept.,Madera Adult Correctional Fac,2012,2,254,36,130,15,435
Marin Sheriff's Dept.,Marin County Jail,2012,2,189,23,49,12,273
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2012,2,16,1,18,5,40
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2012,2,132,16,82,19,249
Merced Sheriff's Dept.,John Latorraca Correctional Center,2012,2,310,48,85,13,456
Merced Sheriff's Dept.,Merced County Jail ,2012,2,152,0,32,0,184
Modoc Sheriff's Dept.,Modoc County Jail,2012,2,9,2,9,2,22
Mono Sheriff's Dept.,Mono County Jail ,2012,2,11,1,14,0,26
Monterey Sheriff's Dept.,Monterey County Jail ,2012,2,470,100,131,54,755
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2012,2,205,0,129,0,334
Napa Corrections Dept.,Napa County Jail ,2012,2,157,10,73,12,252
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2012,2,93,18,70,10,191
Orange Sheriff's Dept.,Intake Release Center ,2012,2,120,291,55,306,772
Orange Sheriff's Dept.,James A Musick Facilities,2012,2,270,30,746,150,1196
Orange Sheriff's Dept.,Orange County Mens Jail ,2012,2,764,0,493,0,1257
Orange Sheriff's Dept.,Theo Lacy,2012,2,1572,0,1401,0,2973
Placer Sheriff's Dept.,Placer County Main Jail ,2012,2,315,42,58,10,425
Placer Sheriff's Dept.,Placer County Minimum Security ,2012,2,6,3,102,22,133
Plumas Sheriff's Dept.,Plumas County Jail ,2012,2,11,7,16,5,39
Riverside Sheriff's Dept.,Blythe Jail ,2012,2,43,0,30,0,73
Riverside Sheriff's Dept.,Indio Jail ,2012,2,255,34,52,14,355
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2012,2,702,109,523,170,1504
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2012,2,523,108,147,45,823
Riverside Sheriff's Dept.,Southwest Detention Center,2012,2,736,4,375,1,1116
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2012,2,448,0,1283,0,1731
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,2012,2,0,7,0,197,204
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2012,2,1667,135,186,82,2070
San Benito Sheriff's Dept.,San Benito Adult Detention ,2012,2,77,15,41,8,141
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2012,2,844,0,147,0,991
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2012,2,232,171,508,133,1044
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2012,2,297,0,41,0,338
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2012,2,2270,321,324,43,2958
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2012,2,93,0,293,0,386
San Diego Sheriff's Dept.,George Bailey Detention Facility,2012,2,951,0,683,0,1634
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2012,2,0,382,0,340,722
San Diego Sheriff's Dept.,San Diego Central Detention ,2012,2,538,0,211,0,749
San Diego Sheriff's Dept.,San Diego Facility #8,2012,2,108,0,121,0,229
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2012,2,255,0,167,0,422
San Diego Sheriff's Dept.,Vista Facility ,2012,2,515,5,227,2,749
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2012,2,0,0,151,47,198
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2012,2,106,135,9,40,290
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2012,2,262,35,0,0,297
San Francisco Sheriff's Dept.,San Francisco County Jail #4,2012,2,264,0,78,0,342
San Francisco Sheriff's Dept.,San Francisco County Jail #5,2012,2,571,0,124,0,695
San Francisco Sheriff's Dept.,San Francisco County Jail #6,2012,2,0,0,0,0,0
San Joaquin Sheriff's Dept.,John J. Zunino Facility,2012,2,706,79,154,22,961
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,2012,2,14,1,223,35,273
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,2012,2,283,49,178,51,561
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,2012,2,0,0,64,0,64
San Mateo Sheriff's Dept.,Maguire Correctional Facility,2012,2,547,3,280,2,832
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,2012,2,0,0,26,0,26
San Mateo Sheriff's Dept.,Womens Correctional Center ,2012,2,0,60,0,48,108
San Mateo Sheriff's Dept.,Womens Transitional Fac,2012,2,0,0,0,9,9
Santa Ana Police Dept.,Santa Ana Police Facility,2012,2,378,84,4,0,466
Santa Barbara Sheriff's Dept.,Medium Security Facility,2012,2,117,22,96,15,250
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,2012,2,424,67,181,25,697
Santa Barbara Sheriff's Dept.,Santa Maria Branch Jail,2012,2,0,0,0,0,0
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,2012,2,1079,0,703,0,1782
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,2012,2,0,304,0,162,466
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,2012,2,1097,0,205,0,1302
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,2012,2,0,0,0,13,13
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,2012,2,184,16,80,9,289
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,2012,2,36,0,60,0,96
Santa Cruz Sheriff's Dept.,Santa Cruz Rountree Lane Minimum ,2012,2,0,0,0,0,0
Shasta Sheriff's Dept.,Shasta County Main Jail ,2012,2,156,20,46,11,233
Sierra Sheriff's Dept.,Sierra County Jail ,2012,2,0,0,2,0,2
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,2012,2,64,5,20,2,91
Solano Sheriff's Dept.,Claybank Facility ,2012,2,101,0,51,0,152
Solano Sheriff's Dept.,Solano County Justice Center ,2012,2,426,80,143,30,679
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,2012,2,372,61,251,65,749
Sonoma Sheriff's Dept.,Sonoma-North County Facility,2012,2,70,0,233,0,303
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,2012,2,437,85,120,56,698
Stanislaus Sheriff's Dept.,Stanislaus County Honor Farm ,2012,2,57,0,28,0,85
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,2012,2,328,0,50,0,378
Sutter Sheriff's Dept.,Sutter County Jail ,2012,2,139,17,32,10,198
Tehama Sheriff's Dept.,Tehama County Jail ,2012,2,92,16,64,5,177
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,2012,2,16,2,33,5,56
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,2012,2,288,72,242,92,694
Tulare Sheriff's Dept.,Men's Correctional Facility,2012,2,99,0,199,0,298
Tulare Sheriff's Dept.,Pre-Trial Facility,2012,2,128,14,121,37,300
Tulare Sheriff's Dept.,Tulare County Jail ,2012,2,196,0,62,0,258
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,2012,2,54,14,36,16,120
Ventura Sheriff's Dept.,Todd Road Jail,2012,2,328,104,177,75,684
Ventura Sheriff's Dept.,Ventura County Main Jail ,2012,2,517,8,185,3,713
Ventura Work Furlough,Ventura County Work Furlough ,2012,2,0,0,77,12,89
Yolo Sheriff's Dept.,Leinberger Center ,2012,2,51,0,63,0,114
Yolo Sheriff's Dept.,Monroe Detention Center ,2012,2,174,30,68,19,291
Yuba Sheriff's Dept.,Yuba County Jail ,2012,2,285,53,73,6,417
Alameda Sheriff's Dept.,Glen Dyer Jail,2012,3,396,3,57,0,456
Alameda Sheriff's Dept.,Santa Rita Jail,2012,3,1748,198,835,87,2868
Amador Sheriff's Dept.,Amador County Jail,2012,3,48,10.45,39.71,6.74,105
Butte Sheriff's Dept.,Butte County Jail,2012,3,387,47,137,15,586
Calaveras Sheriff's Dept.,Calaveras County Jail,2012,3,49,2,9,10,70
Colusa Sheriff's Dept.,Colusa County Jail,2012,3,30,10,18,6,64
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,2012,3,0,0,54,0,54
Contra Costa Sheriff's Dept.,Martinez Detention Facility,2012,3,513,3,128,0,644
Contra Costa Sheriff's Dept.,West County Detention Facility ,2012,3,478,139,160,21,798
Del Norte Sheriff's Dept.,Del Norte County Jail,2012,3,51,8,33,6,98
El Dorado Sheriff's Dept.,El Dorado County Jail,2012,3,83,18,101,29,231
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,2012,3,49,3,50,5,107
Fresno Sheriff's Dept.,Fresno County Main Jail,2012,3,775,14,270,5,1064
Fresno Sheriff's Dept.,Fresno North Annex Jail,2012,3,568,0,263,0,831
Fresno Sheriff's Dept.,Fresno South Annex Jail,2012,3,110,157,37,146,450
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,2012,3,62,7,20,5,94
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,2012,3,215,46,99,16,376
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,2012,3,123,14,0,0,137
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,2012,3,164,21,123,13,321
Inyo Sheriff's Dept.,Inyo County Jail,2012,3,25,5,28,6,64
Kern Sheriff's Dept.,Central Receiving Facility,2012,3,96,21,17,4,138
Kern Sheriff's Dept.,Lerdo Maximum/Medium,2012,3,287,0,80,0,367
Kern Sheriff's Dept.,Lerdo Minimum,2012,3,383,30,343,64,820
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,2012,3,828,113,210,40,1191
Kings Sheriff's Dept.,Kings County Jail Facility,2012,3,227,22,194,38,481
Lake Sheriff's Dept.,Lake County Hill Road Facility ,2012,3,135,14,122,30,301
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,2012,3,29,14,50,15,108
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,2012,3,0,930,0,854,1784
Los Angeles Sheriff's Dept.,LA Men's Central Jail,2012,3,2651,0,1677,0,4328
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,2012,3,2457,0,1287,0,3744
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,2012,3,1176,0,509,0,1685
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,2012,3,0,0,2,0,2
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),2012,3,327,0,609,0,936
Los Angeles Sheriff's Dept.,LA Twin Towers Corr. Facility,2012,3,1985,17,991,12,3005
Madera Corrections Dept.,Madera Adult Correctional Fac,2012,3,265,42,124,15,446
Marin Sheriff's Dept.,Marin County Jail,2012,3,186,26,55,12,279
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,2012,3,15,3,18,4,40
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,2012,3,133,15,87,20,255
Merced Sheriff's Dept.,John Latorraca Correctional Center,2012,3,321,49,89,16,475
Merced Sheriff's Dept.,Merced County Jail ,2012,3,152,0,33,0,185
Modoc Sheriff's Dept.,Modoc County Jail,2012,3,12,2,7,2,23
Mono Sheriff's Dept.,Mono County Jail ,2012,3,10,2,9,0,21
Monterey Sheriff's Dept.,Monterey County Jail ,2012,3,492,97,127,59,775
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,2012,3,176,0,127,0,303
Napa Corrections Dept.,Napa County Jail ,2012,3,161,10,76,11,258
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,2012,3,93,17,67,8,185
Orange Sheriff's Dept.,Intake Release Center ,2012,3,125,287,50,329,791
Orange Sheriff's Dept.,James A Musick Facilities,2012,3,257,32,747,156,1192
Orange Sheriff's Dept.,Orange County Mens Jail ,2012,3,779,0,488,0,1267
Orange Sheriff's Dept.,Theo Lacy,2012,3,1563,0,1444,0,3007
Placer Sheriff's Dept.,Placer County Main Jail ,2012,3,330,45,60,10,445
Placer Sheriff's Dept.,Placer County Minimum Security ,2012,3,7,3,110,24,144
Plumas Sheriff's Dept.,Plumas County Jail ,2012,3,13,8,11,7,39
Riverside Sheriff's Dept.,Blythe Jail ,2012,3,49,0,44,0,93
Riverside Sheriff's Dept.,Indio Jail ,2012,3,253,34,56,10,353
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,2012,3,716,98,479,157,1450
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,2012,3,516,117,150,41,824
Riverside Sheriff's Dept.,Southwest Detention Center,2012,3,742,4,357,0,1103
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,2012,3,406,0,1288,0,1694
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,2012,3,0,7,0,206,213
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,2012,3,1637,129,186,76,2028
San Benito Sheriff's Dept.,San Benito Adult Detention ,2012,3,69,13,44,8,134
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,2012,3,866,0,166,0,1032
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,2012,3,240,154,552,128,1074
San Bernardino Sheriff's Dept.,San Bernardino High Desert Detention Center,2012,3,297,0,44,0,341
San Bernardino Sheriff's Dept.,West Valley Detention Center ,2012,3,2275,315,304,47,2941
San Diego Sheriff's Dept.,East Mesa Reentry Facility,2012,3,113,0,347,0,460
San Diego Sheriff's Dept.,George Bailey Detention Facility,2012,3,914,0,701,0,1615
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,2012,3,0,373,0,368,741
San Diego Sheriff's Dept.,San Diego Central Detention ,2012,3,517,0,235,0,752
San Diego Sheriff's Dept.,San Diego Facility #8,2012,3,98,0,147,0,245
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,2012,3,236,0,184,0,420
San Diego Sheriff's Dept.,Vista Facility ,2012,3,559,5,235,1,800
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2012,3,1,0,147,53,201
San Francisco Sheriff's Dept.,San Francisco County Jail #2,2012,3,96,115,16,43,270
San Francisco Sheriff's Dept.,San Francisco County Jail #3,2012,3,225,0,46,0,271
